country,variant,freq,year,netnumberofmigrants
830,estimates,5yearly,1950,2.186
830,estimates,5yearly,1955,2.251
830,estimates,5yearly,1960,2.934
830,estimates,5yearly,1965,3.88
830,estimates,5yearly,1970,4.25
830,estimates,5yearly,1975,1.726
830,estimates,5yearly,1980,5.38
830,estimates,5yearly,1985,6.085
830,estimates,5yearly,1990,2.12
830,estimates,5yearly,1995,3.778
830,estimates,5yearly,2000,4.592
830,estimates,5yearly,2005,4.479
830,estimates,5yearly,2010,3.654
830,mediumvariant,5yearly,2015,3.654
830,mediumvariant,5yearly,2020,3.654
830,mediumvariant,5yearly,2025,3.654
830,mediumvariant,5yearly,2030,3.654
830,mediumvariant,5yearly,2035,3.654
830,mediumvariant,5yearly,2040,3.654
830,mediumvariant,5yearly,2045,3.654
830,mediumvariant,5yearly,2050,3.474
830,mediumvariant,5yearly,2055,3.291
830,mediumvariant,5yearly,2060,3.109
830,mediumvariant,5yearly,2065,2.925
830,mediumvariant,5yearly,2070,2.742
830,mediumvariant,5yearly,2075,2.558
830,mediumvariant,5yearly,2080,2.376
830,mediumvariant,5yearly,2085,2.195
830,mediumvariant,5yearly,2090,2.011
830,mediumvariant,5yearly,2095,1.827
