country,variant,freq,year,netnumberofmigrants
232,estimates,5yearly,1950,0.997
232,estimates,5yearly,1955,3
232,estimates,5yearly,1960,6.997
232,estimates,5yearly,1965,4.999
232,estimates,5yearly,1970,10
232,estimates,5yearly,1975,10
232,estimates,5yearly,1980,10
232,estimates,5yearly,1985,-40
232,estimates,5yearly,1990,-400.002
232,estimates,5yearly,1995,-70
232,estimates,5yearly,2000,110.001
232,estimates,5yearly,2005,-160.001
232,estimates,5yearly,2010,-160.001
232,mediumvariant,5yearly,2015,-49.999
232,mediumvariant,5yearly,2020,-34.998
232,mediumvariant,5yearly,2025,-34.998
232,mediumvariant,5yearly,2030,-34.998
232,mediumvariant,5yearly,2035,-34.998
232,mediumvariant,5yearly,2040,-34.998
232,mediumvariant,5yearly,2045,-34.998
232,mediumvariant,5yearly,2050,-33.249
232,mediumvariant,5yearly,2055,-31.498
232,mediumvariant,5yearly,2060,-29.75
232,mediumvariant,5yearly,2065,-28
232,mediumvariant,5yearly,2070,-26.25
232,mediumvariant,5yearly,2075,-24.5
232,mediumvariant,5yearly,2080,-22.751
232,mediumvariant,5yearly,2085,-21
232,mediumvariant,5yearly,2090,-19.249
232,mediumvariant,5yearly,2095,-17.5
