country,variant,freq,year,netnumberofmigrants
704,estimates,5yearly,1950,0
704,estimates,5yearly,1955,0
704,estimates,5yearly,1960,0
704,estimates,5yearly,1965,0
704,estimates,5yearly,1970,0
704,estimates,5yearly,1975,-813.123
704,estimates,5yearly,1980,-324.942
704,estimates,5yearly,1985,-332.327
704,estimates,5yearly,1990,-394.236
704,estimates,5yearly,1995,-216.001
704,estimates,5yearly,2000,-672.334
704,estimates,5yearly,2005,-877.681
704,estimates,5yearly,2010,-200.002
704,medium_variant,5yearly,2015,-200
704,medium_variant,5yearly,2020,-200
704,medium_variant,5yearly,2025,-200
704,medium_variant,5yearly,2030,-200
704,medium_variant,5yearly,2035,-200
704,medium_variant,5yearly,2040,-200
704,medium_variant,5yearly,2045,-200
704,medium_variant,5yearly,2050,-189.996
704,medium_variant,5yearly,2055,-180
704,medium_variant,5yearly,2060,-170.002
704,medium_variant,5yearly,2065,-160
704,medium_variant,5yearly,2070,-150.003
704,medium_variant,5yearly,2075,-139.998
704,medium_variant,5yearly,2080,-129.998
704,medium_variant,5yearly,2085,-120.004
704,medium_variant,5yearly,2090,-110
704,medium_variant,5yearly,2095,-100
