country,variant,freq,year,netnumberofmigrants
364,estimates,5yearly,1950,-1.088
364,estimates,5yearly,1955,-1.947
364,estimates,5yearly,1960,-7.838
364,estimates,5yearly,1965,51.755
364,estimates,5yearly,1970,77.633
364,estimates,5yearly,1975,419.996
364,estimates,5yearly,1980,2019.42
364,estimates,5yearly,1985,1344.377
364,estimates,5yearly,1990,-2096.003
364,estimates,5yearly,1995,615.293
364,estimates,5yearly,2000,-70.307
364,estimates,5yearly,2005,-549.266
364,estimates,5yearly,2010,-400.001
364,medium_variant,5yearly,2015,-274.998
364,medium_variant,5yearly,2020,-199.998
364,medium_variant,5yearly,2025,-200.001
364,medium_variant,5yearly,2030,-200.002
364,medium_variant,5yearly,2035,-200.002
364,medium_variant,5yearly,2040,-200.002
364,medium_variant,5yearly,2045,-200.002
364,medium_variant,5yearly,2050,-189.999
364,medium_variant,5yearly,2055,-180.0
364,medium_variant,5yearly,2060,-169.998
364,medium_variant,5yearly,2065,-159.999
364,medium_variant,5yearly,2070,-149.996
364,medium_variant,5yearly,2075,-139.998
364,medium_variant,5yearly,2080,-129.998
364,medium_variant,5yearly,2085,-120.001
364,medium_variant,5yearly,2090,-109.999
364,medium_variant,5yearly,2095,-100.0
364,estimates,5yearly,Regi,Iran (Islamic Republic of)
364,medium_variant,5yearly,Regi,Iran (Islamic Republic of)
