country,variant,freq,year,netnumberofmigrants
634,estimates,5yearly,1950,5.687
634,estimates,5yearly,1955,4.553
634,estimates,5yearly,1960,16.393
634,estimates,5yearly,1965,21.061
634,estimates,5yearly,1970,34.368
634,estimates,5yearly,1975,28.387
634,estimates,5yearly,1980,102.097
634,estimates,5yearly,1985,57.517
634,estimates,5yearly,1990,-10.132
634,estimates,5yearly,1995,29.506
634,estimates,5yearly,2000,213.916
634,estimates,5yearly,2005,841.3
634,estimates,5yearly,2010,602
634,medium_variant,5yearly,2015,200
634,medium_variant,5yearly,2020,130
634,medium_variant,5yearly,2025,105
634,medium_variant,5yearly,2030,85
634,medium_variant,5yearly,2035,60
634,medium_variant,5yearly,2040,60
634,medium_variant,5yearly,2045,60
634,medium_variant,5yearly,2050,57
634,medium_variant,5yearly,2055,54
634,medium_variant,5yearly,2060,51
634,medium_variant,5yearly,2065,48
634,medium_variant,5yearly,2070,45
634,medium_variant,5yearly,2075,42
634,medium_variant,5yearly,2080,39
634,medium_variant,5yearly,2085,36
634,medium_variant,5yearly,2090,33
634,medium_variant,5yearly,2095,30
