country,variant,freq,year,netnumberofmigrants
620,estimates,5yearly,1950,-265.081
620,estimates,5yearly,1955,-329.412
620,estimates,5yearly,1960,-547.884
620,estimates,5yearly,1965,-701.6
620,estimates,5yearly,1970,108.187
620,estimates,5yearly,1975,198.629
620,estimates,5yearly,1980,-66.894
620,estimates,5yearly,1985,-147.873
620,estimates,5yearly,1990,149.122
620,estimates,5yearly,1995,173.604
620,estimates,5yearly,2000,178.353
620,estimates,5yearly,2005,92.133
620,estimates,5yearly,2010,-140
620,medium_variant,5yearly,2015,-30.001
620,medium_variant,5yearly,2020,40
620,medium_variant,5yearly,2025,50.002
620,medium_variant,5yearly,2030,50.002
620,medium_variant,5yearly,2035,50.002
620,medium_variant,5yearly,2040,50.002
620,medium_variant,5yearly,2045,50.002
620,medium_variant,5yearly,2050,47.498
620,medium_variant,5yearly,2055,45.002
620,medium_variant,5yearly,2060,42.5
620,medium_variant,5yearly,2065,40
620,medium_variant,5yearly,2070,37.499
620,medium_variant,5yearly,2075,34.999
620,medium_variant,5yearly,2080,32.498
620,medium_variant,5yearly,2085,30
620,medium_variant,5yearly,2090,27.501
620,medium_variant,5yearly,2095,25
