country,variant,freq,year,netnumberofmigrants
850,estimates,5yearly,1950,-0.302
850,estimates,5yearly,1955,-0.537
850,estimates,5yearly,1960,10.27
850,estimates,5yearly,1965,3.245
850,estimates,5yearly,1970,9.407
850,estimates,5yearly,1975,1.961
850,estimates,5yearly,1980,-3.492
850,estimates,5yearly,1985,-11.156
850,estimates,5yearly,1990,-4.618
850,estimates,5yearly,1995,-3.936
850,estimates,5yearly,2000,-5.272
850,estimates,5yearly,2005,-6.191
850,estimates,5yearly,2010,-3.604
850,mediumvariant,5yearly,2015,-1.799
850,mediumvariant,5yearly,2020,-1.799
850,mediumvariant,5yearly,2025,-1.799
850,mediumvariant,5yearly,2030,-1.799
850,mediumvariant,5yearly,2035,-1.799
850,mediumvariant,5yearly,2040,-1.799
850,mediumvariant,5yearly,2045,-1.799
850,mediumvariant,5yearly,2050,-1.71
850,mediumvariant,5yearly,2055,-1.62
850,mediumvariant,5yearly,2060,-1.532
850,mediumvariant,5yearly,2065,-1.44
850,mediumvariant,5yearly,2070,-1.349
850,mediumvariant,5yearly,2075,-1.262
850,mediumvariant,5yearly,2080,-1.171
850,mediumvariant,5yearly,2085,-1.079
850,mediumvariant,5yearly,2090,-0.99
850,mediumvariant,5yearly,2095,-0.901
