country,variant,freq,year,netnumberofmigrants
64,estimates,5yearly,1950,5.0
64,estimates,5yearly,1955,5.0
64,estimates,5yearly,1960,5.0
64,estimates,5yearly,1965,10.0
64,estimates,5yearly,1970,9.999
64,estimates,5yearly,1975,10.004
64,estimates,5yearly,1980,0.797
64,estimates,5yearly,1985,1.595
64,estimates,5yearly,1990,-85.887
64,estimates,5yearly,1995,0.143
64,estimates,5yearly,2000,29.002
64,estimates,5yearly,2005,16.829
64,estimates,5yearly,2010,10.0
64,medium_variant,5yearly,2015,0.0
64,medium_variant,5yearly,2020,0.0
64,medium_variant,5yearly,2025,0.0
64,medium_variant,5yearly,2030,0.0
64,medium_variant,5yearly,2035,0.0
64,medium_variant,5yearly,2040,0.0
64,medium_variant,5yearly,2045,0.0
64,medium_variant,5yearly,2050,0.0
64,medium_variant,5yearly,2055,0.0
64,medium_variant,5yearly,2060,0.0
64,medium_variant,5yearly,2065,0.0
64,medium_variant,5yearly,2070,0.0
64,medium_variant,5yearly,2075,0.0
64,medium_variant,5yearly,2080,0.0
64,medium_variant,5yearly,2085,0.0
64,medium_variant,5yearly,2090,0.0
64,medium_variant,5yearly,2095,0.0
64,estimates,5yearly,Regi,Bhutan
64,medium_variant,5yearly,Regi,Bhutan
