country,variant,freq,year,netnumberofmigrants
768,estimates,5yearly,1950,-46.919
768,estimates,5yearly,1955,-57.336
768,estimates,5yearly,1960,-77.885
768,estimates,5yearly,1965,138.923
768,estimates,5yearly,1970,-49.999
768,estimates,5yearly,1975,-100
768,estimates,5yearly,1980,50.001
768,estimates,5yearly,1985,-20
768,estimates,5yearly,1990,-95
768,estimates,5yearly,1995,80
768,estimates,5yearly,2000,-9.999
768,estimates,5yearly,2005,-9.999
768,estimates,5yearly,2010,-9.994
768,medium_variant,5yearly,2015,-9.999
768,medium_variant,5yearly,2020,-9.996
768,medium_variant,5yearly,2025,-10.004
768,medium_variant,5yearly,2030,-10.004
768,medium_variant,5yearly,2035,-9.998
768,medium_variant,5yearly,2040,-10
768,medium_variant,5yearly,2045,-10.002
768,medium_variant,5yearly,2050,-9.498
768,medium_variant,5yearly,2055,-9
768,medium_variant,5yearly,2060,-8.502
768,medium_variant,5yearly,2065,-7.999
768,medium_variant,5yearly,2070,-7.5
768,medium_variant,5yearly,2075,-7
768,medium_variant,5yearly,2080,-6.5
768,medium_variant,5yearly,2085,-6.003
768,medium_variant,5yearly,2090,-5.499
768,medium_variant,5yearly,2095,-5.004
