country,variant,freq,year,netnumberofmigrants
72,estimates,5yearly,1950,-5
72,estimates,5yearly,1955,-20
72,estimates,5yearly,1960,-15
72,estimates,5yearly,1965,-6.02
72,estimates,5yearly,1970,2.326
72,estimates,5yearly,1975,14.845
72,estimates,5yearly,1980,0.601
72,estimates,5yearly,1985,5.803
72,estimates,5yearly,1990,17.864
72,estimates,5yearly,1995,24.546
72,estimates,5yearly,2000,21.278
72,estimates,5yearly,2005,18.73
72,estimates,5yearly,2010,20
72,mediumvariant,5yearly,2015,15
72,mediumvariant,5yearly,2020,15
72,mediumvariant,5yearly,2025,15
72,mediumvariant,5yearly,2030,15
72,mediumvariant,5yearly,2035,15
72,mediumvariant,5yearly,2040,15
72,mediumvariant,5yearly,2045,15
72,mediumvariant,5yearly,2050,14.25
72,mediumvariant,5yearly,2055,13.5
72,mediumvariant,5yearly,2060,12.75
72,mediumvariant,5yearly,2065,12
72,mediumvariant,5yearly,2070,11.25
72,mediumvariant,5yearly,2075,10.5
72,mediumvariant,5yearly,2080,9.75
72,mediumvariant,5yearly,2085,9
72,mediumvariant,5yearly,2090,8.25
72,mediumvariant,5yearly,2095,7.5
