country,variant,freq,year,netnumberofmigrants
729,estimates,5yearly,1950,0.0
729,estimates,5yearly,1955,0.0
729,estimates,5yearly,1960,0.0
729,estimates,5yearly,1965,0.0
729,estimates,5yearly,1970,20.002
729,estimates,5yearly,1975,180.0
729,estimates,5yearly,1980,219.998
729,estimates,5yearly,1985,150.0
729,estimates,5yearly,1990,653.484
729,estimates,5yearly,1995,-633.001
729,estimates,5yearly,2000,-546.005
729,estimates,5yearly,2005,-1078.146
729,estimates,5yearly,2010,-589.384
729,medium_variant,5yearly,2015,-250.001
729,medium_variant,5yearly,2020,-50.002
729,medium_variant,5yearly,2025,-50.002
729,medium_variant,5yearly,2030,-50.002
729,medium_variant,5yearly,2035,-50.002
729,medium_variant,5yearly,2040,-50.002
729,medium_variant,5yearly,2045,-50.002
729,medium_variant,5yearly,2050,-47.499
729,medium_variant,5yearly,2055,-44.999
729,medium_variant,5yearly,2060,-42.496
729,medium_variant,5yearly,2065,-40.001
729,medium_variant,5yearly,2070,-37.501
729,medium_variant,5yearly,2075,-34.999
729,medium_variant,5yearly,2080,-32.499
729,medium_variant,5yearly,2085,-29.999
729,medium_variant,5yearly,2090,-27.498
729,medium_variant,5yearly,2095,-25.001
729,estimates,5yearly,Regi,Sudan
729,medium_variant,5yearly,Regi,Sudan
