country,variant,freq,year,netnumberofmigrants
203,Estimates,5yearly,1950,59.997
203,Estimates,5yearly,1955,-36.387
203,Estimates,5yearly,1960,24.999
203,Estimates,5yearly,1965,-129.099
203,Estimates,5yearly,1970,9.999
203,Estimates,5yearly,1975,9.999
203,Estimates,5yearly,1980,-52.946
203,Estimates,5yearly,1985,5.671
203,Estimates,5yearly,1990,29.999
203,Estimates,5yearly,1995,46.002
203,Estimates,5yearly,2000,47.402
203,Estimates,5yearly,2005,250.889
203,Estimates,5yearly,2010,29.999
203,Medium_variant,5yearly,2015,59.997
203,Medium_variant,5yearly,2020,59.997
203,Medium_variant,5yearly,2025,59.997
203,Medium_variant,5yearly,2030,59.997
203,Medium_variant,5yearly,2035,59.997
203,Medium_variant,5yearly,2040,59.997
203,Medium_variant,5yearly,2045,59.997
203,Medium_variant,5yearly,2050,57.001
203,Medium_variant,5yearly,2055,54
203,Medium_variant,5yearly,2060,51
203,Medium_variant,5yearly,2065,48.002
203,Medium_variant,5yearly,2070,44.999
203,Medium_variant,5yearly,2075,41.999
203,Medium_variant,5yearly,2080,39.001
203,Medium_variant,5yearly,2085,35.997
203,Medium_variant,5yearly,2090,32.998
203,Medium_variant,5yearly,2095,29.999
