country,variant,freq,year,netnumberofmigrants
894,estimates,5yearly,1950,0.0
894,estimates,5yearly,1955,0.0
894,estimates,5yearly,1960,2.5
894,estimates,5yearly,1965,-4.245
894,estimates,5yearly,1970,26.662
894,estimates,5yearly,1975,17.573
894,estimates,5yearly,1980,58.483
894,estimates,5yearly,1985,2.822
894,estimates,5yearly,1990,-22.952
894,estimates,5yearly,1995,79.445
894,estimates,5yearly,2000,-93.014
894,estimates,5yearly,2005,-124.044
894,estimates,5yearly,2010,-34.49
894,medium_variant,5yearly,2015,-40.0
894,medium_variant,5yearly,2020,-40.0
894,medium_variant,5yearly,2025,-25.0
894,medium_variant,5yearly,2030,-25.0
894,medium_variant,5yearly,2035,-25.0
894,medium_variant,5yearly,2040,-25.0
894,medium_variant,5yearly,2045,-25.0
894,medium_variant,5yearly,2050,-23.75
894,medium_variant,5yearly,2055,-22.5
894,medium_variant,5yearly,2060,-21.25
894,medium_variant,5yearly,2065,-20.0
894,medium_variant,5yearly,2070,-18.75
894,medium_variant,5yearly,2075,-17.5
894,medium_variant,5yearly,2080,-16.25
894,medium_variant,5yearly,2085,-15.0
894,medium_variant,5yearly,2090,-13.75
894,medium_variant,5yearly,2095,-12.5
894,estimates,5yearly,Regi,Zambia
894,medium_variant,5yearly,Regi,Zambia
