country,variant,freq,year,netnumberofmigrants
144,estimates,5yearly,1950,-16.5
144,estimates,5yearly,1955,-75
144,estimates,5yearly,1960,-47.5
144,estimates,5yearly,1965,-38.5
144,estimates,5yearly,1970,-145
144,estimates,5yearly,1975,-237.5
144,estimates,5yearly,1980,-395.5
144,estimates,5yearly,1985,-137.44
144,estimates,5yearly,1990,-255.78
144,estimates,5yearly,1995,-461.684
144,estimates,5yearly,2000,-449.48
144,estimates,5yearly,2005,-520.065
144,estimates,5yearly,2010,-484.772
144,medium_variant,5yearly,2015,-449.999
144,medium_variant,5yearly,2020,-375
144,medium_variant,5yearly,2025,-375
144,medium_variant,5yearly,2030,-375
144,medium_variant,5yearly,2035,-375
144,medium_variant,5yearly,2040,-375
144,medium_variant,5yearly,2045,-375
144,medium_variant,5yearly,2050,-356.249
144,medium_variant,5yearly,2055,-337.499
144,medium_variant,5yearly,2060,-318.753
144,medium_variant,5yearly,2065,-300.003
144,medium_variant,5yearly,2070,-281.25
144,medium_variant,5yearly,2075,-262.501
144,medium_variant,5yearly,2080,-243.749
144,medium_variant,5yearly,2085,-225.002
144,medium_variant,5yearly,2090,-206.251
144,medium_variant,5yearly,2095,-187.5
