country,variant,freq,year,netnumberofmigrants
380,estimates,5yearly,1950,-203.668
380,estimates,5yearly,1955,-559.402
380,estimates,5yearly,1960,-231.607
380,estimates,5yearly,1965,-231.781
380,estimates,5yearly,1970,19.396
380,estimates,5yearly,1975,164.927
380,estimates,5yearly,1980,266.352
380,estimates,5yearly,1985,-10.058
380,estimates,5yearly,1990,152.825
380,estimates,5yearly,1995,223.974
380,estimates,5yearly,2000,1624.3
380,estimates,5yearly,2005,1006.308
380,estimates,5yearly,2010,264.145
380,medium_variant,5yearly,2015,350.0
380,medium_variant,5yearly,2020,400.0
380,medium_variant,5yearly,2025,500.0
380,medium_variant,5yearly,2030,500.0
380,medium_variant,5yearly,2035,500.0
380,medium_variant,5yearly,2040,500.0
380,medium_variant,5yearly,2045,500.0
380,medium_variant,5yearly,2050,474.997
380,medium_variant,5yearly,2055,450.003
380,medium_variant,5yearly,2060,424.998
380,medium_variant,5yearly,2065,400.001
380,medium_variant,5yearly,2070,375.001
380,medium_variant,5yearly,2075,350.003
380,medium_variant,5yearly,2080,325.001
380,medium_variant,5yearly,2085,299.999
380,medium_variant,5yearly,2090,275.002
380,medium_variant,5yearly,2095,250.011
380,estimates,5yearly,Regi,Italy
380,medium_variant,5yearly,Regi,Italy
