country,variant,freq,year,netnumberofmigrants
540,estimates,5yearly,1950,-3.462
540,estimates,5yearly,1955,2.454
540,estimates,5yearly,1960,3.347
540,estimates,5yearly,1965,1.406
540,estimates,5yearly,1970,8.19
540,estimates,5yearly,1975,0.03
540,estimates,5yearly,1980,-3.292
540,estimates,5yearly,1985,-0.488
540,estimates,5yearly,1990,4.435
540,estimates,5yearly,1995,6.071
540,estimates,5yearly,2000,4.771
540,estimates,5yearly,2005,4.234
540,estimates,5yearly,2010,5.66
540,medium_variant,5yearly,2015,5.664
540,medium_variant,5yearly,2020,5.664
540,medium_variant,5yearly,2025,5.664
540,medium_variant,5yearly,2030,5.664
540,medium_variant,5yearly,2035,5.664
540,medium_variant,5yearly,2040,5.664
540,medium_variant,5yearly,2045,5.664
540,medium_variant,5yearly,2050,5.38
540,medium_variant,5yearly,2055,5.1
540,medium_variant,5yearly,2060,4.814
540,medium_variant,5yearly,2065,4.53
540,medium_variant,5yearly,2070,4.25
540,medium_variant,5yearly,2075,3.97
540,medium_variant,5yearly,2080,3.684
540,medium_variant,5yearly,2085,3.4
540,medium_variant,5yearly,2090,3.116
540,medium_variant,5yearly,2095,2.832
540,estimates,5yearly,Regi,New Caledonia
540,medium_variant,5yearly,Regi,New Caledonia
