country,variant,freq,year,netnumberofmigrants
710,estimates,5yearly,1950,7.46
710,estimates,5yearly,1955,14.92
710,estimates,5yearly,1960,106.55
710,estimates,5yearly,1965,198.515
710,estimates,5yearly,1970,226.6
710,estimates,5yearly,1975,73.316
710,estimates,5yearly,1980,180.998
710,estimates,5yearly,1985,-129.05
710,estimates,5yearly,1990,739.5
710,estimates,5yearly,1995,313.5
710,estimates,5yearly,2000,596.0
710,estimates,5yearly,2005,627.5
710,estimates,5yearly,2010,806.5
710,medium_variant,5yearly,2015,300.0
710,medium_variant,5yearly,2020,200.0
710,medium_variant,5yearly,2025,100.0
710,medium_variant,5yearly,2030,100.0
710,medium_variant,5yearly,2035,100.0
710,medium_variant,5yearly,2040,100.0
710,medium_variant,5yearly,2045,100.0
710,medium_variant,5yearly,2050,95.001
710,medium_variant,5yearly,2055,90.003
710,medium_variant,5yearly,2060,84.998
710,medium_variant,5yearly,2065,80.001
710,medium_variant,5yearly,2070,75.001
710,medium_variant,5yearly,2075,70.002
710,medium_variant,5yearly,2080,65.002
710,medium_variant,5yearly,2085,60.0
710,medium_variant,5yearly,2090,55.001
710,medium_variant,5yearly,2095,50.006
710,estimates,5yearly,Regi,South Africa
710,medium_variant,5yearly,Regi,South Africa
