country,variant,freq,year,netnumberofmigrants
388,estimates,5yearly,1950,-36.15
388,estimates,5yearly,1955,-146.701
388,estimates,5yearly,1960,-144.764
388,estimates,5yearly,1965,-151.557
388,estimates,5yearly,1970,-92.857
388,estimates,5yearly,1975,-101.213
388,estimates,5yearly,1980,-73.916
388,estimates,5yearly,1985,-145.996
388,estimates,5yearly,1990,-101.198
388,estimates,5yearly,1995,-82.801
388,estimates,5yearly,2000,-84.638
388,estimates,5yearly,2005,-87.395
388,estimates,5yearly,2010,-93.096
388,medium_variant,5yearly,2015,-93
388,medium_variant,5yearly,2020,-89.997
388,medium_variant,5yearly,2025,-85
388,medium_variant,5yearly,2030,-80.002
388,medium_variant,5yearly,2035,-80.002
388,medium_variant,5yearly,2040,-80
388,medium_variant,5yearly,2045,-80.001
388,medium_variant,5yearly,2050,-75.999
388,medium_variant,5yearly,2055,-71.998
388,medium_variant,5yearly,2060,-67.997
388,medium_variant,5yearly,2065,-64
388,medium_variant,5yearly,2070,-59.994
388,medium_variant,5yearly,2075,-55.997
388,medium_variant,5yearly,2080,-51.994
388,medium_variant,5yearly,2085,-47.997
388,medium_variant,5yearly,2090,-43.996
388,medium_variant,5yearly,2095,-40.001
