country,variant,freq,year,netnumberofmigrants
70,estimates,5yearly,1950,-50.002
70,estimates,5yearly,1955,-50.002
70,estimates,5yearly,1960,-50.002
70,estimates,5yearly,1965,-96.958
70,estimates,5yearly,1970,-82.247
70,estimates,5yearly,1975,-74.132
70,estimates,5yearly,1980,-29.999
70,estimates,5yearly,1985,-134.587
70,estimates,5yearly,1990,-726.484
70,estimates,5yearly,1995,-159.283
70,estimates,5yearly,2000,-6.0
70,estimates,5yearly,2005,-59.246
70,estimates,5yearly,2010,-161.371
70,medium_variant,5yearly,2015,-2.506
70,medium_variant,5yearly,2020,-2.506
70,medium_variant,5yearly,2025,-2.506
70,medium_variant,5yearly,2030,-2.506
70,medium_variant,5yearly,2035,-2.506
70,medium_variant,5yearly,2040,-2.506
70,medium_variant,5yearly,2045,-2.506
70,medium_variant,5yearly,2050,-2.376
70,medium_variant,5yearly,2055,-2.251
70,medium_variant,5yearly,2060,-2.126
70,medium_variant,5yearly,2065,-2.0
70,medium_variant,5yearly,2070,-1.875
70,medium_variant,5yearly,2075,-1.749
70,medium_variant,5yearly,2080,-1.626
70,medium_variant,5yearly,2085,-1.502
70,medium_variant,5yearly,2090,-1.375
70,medium_variant,5yearly,2095,-1.255
70,estimates,5yearly,Regi,Bosnia and Herzegovina
70,medium_variant,5yearly,Regi,Bosnia and Herzegovina
