country,variant,freq,year,netnumberofmigrants
180,estimates,5yearly,1950,0
180,estimates,5yearly,1955,75
180,estimates,5yearly,1960,122.65
180,estimates,5yearly,1965,241.91
180,estimates,5yearly,1970,27.45
180,estimates,5yearly,1975,100.685
180,estimates,5yearly,1980,-446.86
180,estimates,5yearly,1985,74.515
180,estimates,5yearly,1990,1202.404
180,estimates,5yearly,1995,-1006.384
180,estimates,5yearly,2000,-241.564
180,estimates,5yearly,2005,-43.426
180,estimates,5yearly,2010,-95.92
180,medium_variant,5yearly,2015,0
180,medium_variant,5yearly,2020,0
180,medium_variant,5yearly,2025,-75
180,medium_variant,5yearly,2030,-75
180,medium_variant,5yearly,2035,-75
180,medium_variant,5yearly,2040,-75
180,medium_variant,5yearly,2045,-75
180,medium_variant,5yearly,2050,-71.25
180,medium_variant,5yearly,2055,-67.5
180,medium_variant,5yearly,2060,-63.75
180,medium_variant,5yearly,2065,-60
180,medium_variant,5yearly,2070,-56.25
180,medium_variant,5yearly,2075,-52.5
180,medium_variant,5yearly,2080,-48.75
180,medium_variant,5yearly,2085,-45
180,medium_variant,5yearly,2090,-41.25
180,medium_variant,5yearly,2095,-37.5
