country,variant,freq,year,netnumberofmigrants
204,estimates,5yearly,1950,-23.001
204,estimates,5yearly,1955,-23.001
204,estimates,5yearly,1960,-24.295
204,estimates,5yearly,1965,-23.742
204,estimates,5yearly,1970,-24.845
204,estimates,5yearly,1975,-19.393
204,estimates,5yearly,1980,-10.848
204,estimates,5yearly,1985,-8.723
204,estimates,5yearly,1990,68.259
204,estimates,5yearly,1995,-2.851
204,estimates,5yearly,2000,25.005
204,estimates,5yearly,2005,-48.776
204,estimates,5yearly,2010,-42.268
204,medium_variant,5yearly,2015,-10
204,medium_variant,5yearly,2020,-10
204,medium_variant,5yearly,2025,-10
204,medium_variant,5yearly,2030,-10
204,medium_variant,5yearly,2035,-10
204,medium_variant,5yearly,2040,-10
204,medium_variant,5yearly,2045,-9.999
204,medium_variant,5yearly,2050,-9.501
204,medium_variant,5yearly,2055,-8.998
204,medium_variant,5yearly,2060,-8.498
204,medium_variant,5yearly,2065,-7.998
204,medium_variant,5yearly,2070,-7.498
204,medium_variant,5yearly,2075,-7
204,medium_variant,5yearly,2080,-6.5
204,medium_variant,5yearly,2085,-6
204,medium_variant,5yearly,2090,-5.498
204,medium_variant,5yearly,2095,-4.997
