region,variant,freq,year,under5mortalityper1000livebirth
1501,estimates,5yearly,1950,277.218680165821
1501,estimates,5yearly,1955,245.977920367288
1501,estimates,5yearly,1960,222.291254701709
1501,estimates,5yearly,1965,202.134983446573
1501,estimates,5yearly,1970,186.848118664152
1501,estimates,5yearly,1975,165.562942970515
1501,estimates,5yearly,1980,144.395071000798
1501,estimates,5yearly,1985,127.143629152933
1501,estimates,5yearly,1990,113.778225812884
1501,estimates,5yearly,1995,100.410418111804
1501,estimates,5yearly,2000,84.7983439367345
1501,estimates,5yearly,2005,70.3628709817295
1501,estimates,5yearly,2010,59.0324476705145
1501,medium_variant,5yearly,2015,51.4512035668248
1501,medium_variant,5yearly,2020,45.3778437802171
1501,medium_variant,5yearly,2025,40.1866094333166
1501,medium_variant,5yearly,2030,35.7206983979034
1501,medium_variant,5yearly,2035,31.8265153320825
1501,medium_variant,5yearly,2040,28.5441910919373
1501,medium_variant,5yearly,2045,25.6303694500912
1501,medium_variant,5yearly,2050,22.8924520863215
1501,medium_variant,5yearly,2055,20.6135820757328
1501,medium_variant,5yearly,2060,18.6443784731347
1501,medium_variant,5yearly,2065,16.9018895701946
1501,medium_variant,5yearly,2070,15.4669216758123
1501,medium_variant,5yearly,2075,14.172471762856
1501,medium_variant,5yearly,2080,13.1103016851843
1501,medium_variant,5yearly,2085,12.2057598890088
1501,medium_variant,5yearly,2090,11.3852507302479
1501,medium_variant,5yearly,2095,10.6461972091933
1501,estimates,5yearly,Regi,Lower-middle-income countries
1501,medium_variant,5yearly,Regi,Lower-middle-income countries
