region,variant,freq,year,infantmortalityper1000livebirth
1500,estimates,5yearly,1950,194.88532344042
1500,estimates,5yearly,1955,177.433799322378
1500,estimates,5yearly,1960,164.952718692763
1500,estimates,5yearly,1965,151.080350807383
1500,estimates,5yearly,1970,140.280918001101
1500,estimates,5yearly,1975,131.936375244186
1500,estimates,5yearly,1980,124.130558726941
1500,estimates,5yearly,1985,116.044583061002
1500,estimates,5yearly,1990,111.860214149938
1500,estimates,5yearly,1995,97.9032364444393
1500,estimates,5yearly,2000,83.3531703171302
1500,estimates,5yearly,2005,70.004127530546
1500,estimates,5yearly,2010,59.7867293239431
1500,medium_variant,5yearly,2015,51.7217039766719
1500,medium_variant,5yearly,2020,45.0885610937077
1500,medium_variant,5yearly,2025,39.581449561608
1500,medium_variant,5yearly,2030,34.9776461346965
1500,medium_variant,5yearly,2035,31.0784243525394
1500,medium_variant,5yearly,2040,27.8096634555554
1500,medium_variant,5yearly,2045,25.0314545504313
1500,medium_variant,5yearly,2050,22.5652418121123
1500,medium_variant,5yearly,2055,20.4771990368663
1500,medium_variant,5yearly,2060,18.7586596346601
1500,medium_variant,5yearly,2065,17.2700753519898
1500,medium_variant,5yearly,2070,15.9915965326584
1500,medium_variant,5yearly,2075,14.892277767755
1500,medium_variant,5yearly,2080,13.9090222216392
1500,medium_variant,5yearly,2085,13.0152348358892
1500,medium_variant,5yearly,2090,12.202005044597
1500,medium_variant,5yearly,2095,11.4648118891866
1500,estimates,5yearly,Regi,Low-income countries
1500,medium_variant,5yearly,Regi,Low-income countries
