region,variant,freq,year,meanageforchildbearing
924,estimates,5yearly,1950,27.075
924,estimates,5yearly,1955,26.874
924,estimates,5yearly,1960,26.699
924,estimates,5yearly,1965,26.76
924,estimates,5yearly,1970,26.859
924,estimates,5yearly,1975,26.999
924,estimates,5yearly,1980,27.368
924,estimates,5yearly,1985,27.633
924,estimates,5yearly,1990,28.033
924,estimates,5yearly,1995,28.57
924,estimates,5yearly,2000,29.103
924,estimates,5yearly,2005,29.591
924,estimates,5yearly,2010,30.174
924,medium_variant,5yearly,2015,30.538
924,medium_variant,5yearly,2020,30.67
924,medium_variant,5yearly,2025,30.69
924,medium_variant,5yearly,2030,30.704
924,medium_variant,5yearly,2035,30.715
924,medium_variant,5yearly,2040,30.725
924,medium_variant,5yearly,2045,30.73
924,medium_variant,5yearly,2050,30.728
924,medium_variant,5yearly,2055,30.725
924,medium_variant,5yearly,2060,30.724
924,medium_variant,5yearly,2065,30.725
924,medium_variant,5yearly,2070,30.726
924,medium_variant,5yearly,2075,30.727
924,medium_variant,5yearly,2080,30.727
924,medium_variant,5yearly,2085,30.726
924,medium_variant,5yearly,2090,30.725
924,medium_variant,5yearly,2095,30.725
924,estimates,5yearly,Regi,Northern Europe
924,medium_variant,5yearly,Regi,Northern Europe
