region,variant,freq,year,meanageforchildbearing
922,estimates,5yearly,1950,29.181
922,estimates,5yearly,1955,29.109
922,estimates,5yearly,1960,29.011
922,estimates,5yearly,1965,28.936
922,estimates,5yearly,1970,28.973
922,estimates,5yearly,1975,29.029
922,estimates,5yearly,1980,29.105
922,estimates,5yearly,1985,29.128
922,estimates,5yearly,1990,29.034
922,estimates,5yearly,1995,28.968
922,estimates,5yearly,2000,28.96
922,estimates,5yearly,2005,28.9
922,estimates,5yearly,2010,29.038
922,medium_variant,5yearly,2015,29.063
922,medium_variant,5yearly,2020,29.107
922,medium_variant,5yearly,2025,29.147
922,medium_variant,5yearly,2030,29.174
922,medium_variant,5yearly,2035,29.177
922,medium_variant,5yearly,2040,29.156
922,medium_variant,5yearly,2045,29.133
922,medium_variant,5yearly,2050,29.122
922,medium_variant,5yearly,2055,29.129
922,medium_variant,5yearly,2060,29.144
922,medium_variant,5yearly,2065,29.166
922,medium_variant,5yearly,2070,29.194
922,medium_variant,5yearly,2075,29.234
922,medium_variant,5yearly,2080,29.289
922,medium_variant,5yearly,2085,29.361
922,medium_variant,5yearly,2090,29.447
922,medium_variant,5yearly,2095,29.541
922,estimates,5yearly,Regi,Western Asia
922,medium_variant,5yearly,Regi,Western Asia
