region,variant,freq,year,meanageforchildbearing
1500,estimates,5yearly,1950,29.814
1500,estimates,5yearly,1955,29.858
1500,estimates,5yearly,1960,29.837
1500,estimates,5yearly,1965,29.801
1500,estimates,5yearly,1970,29.752
1500,estimates,5yearly,1975,29.726
1500,estimates,5yearly,1980,29.743
1500,estimates,5yearly,1985,29.759
1500,estimates,5yearly,1990,29.635
1500,estimates,5yearly,1995,29.441
1500,estimates,5yearly,2000,29.299
1500,estimates,5yearly,2005,29.146
1500,estimates,5yearly,2010,29.004
1500,medium_variant,5yearly,2015,28.886
1500,medium_variant,5yearly,2020,28.775
1500,medium_variant,5yearly,2025,28.68
1500,medium_variant,5yearly,2030,28.616
1500,medium_variant,5yearly,2035,28.589
1500,medium_variant,5yearly,2040,28.59
1500,medium_variant,5yearly,2045,28.606
1500,medium_variant,5yearly,2050,28.63
1500,medium_variant,5yearly,2055,28.665
1500,medium_variant,5yearly,2060,28.712
1500,medium_variant,5yearly,2065,28.771
1500,medium_variant,5yearly,2070,28.84
1500,medium_variant,5yearly,2075,28.917
1500,medium_variant,5yearly,2080,29.002
1500,medium_variant,5yearly,2085,29.095
1500,medium_variant,5yearly,2090,29.194
1500,medium_variant,5yearly,2095,29.301
1500,estimates,5yearly,Regi,Low-income countries
1500,medium_variant,5yearly,Regi,Low-income countries
