region,variant,freq,year,meanageforchildbearing
1502,estimates,5yearly,1950,29.571
1502,estimates,5yearly,1955,29.525
1502,estimates,5yearly,1960,29.451
1502,estimates,5yearly,1965,29.378
1502,estimates,5yearly,1970,29.097
1502,estimates,5yearly,1975,28.353
1502,estimates,5yearly,1980,27.306
1502,estimates,5yearly,1985,26.941
1502,estimates,5yearly,1990,26.748
1502,estimates,5yearly,1995,26.595
1502,estimates,5yearly,2000,26.781
1502,estimates,5yearly,2005,27.035
1502,estimates,5yearly,2010,27.229
1502,medium_variant,5yearly,2015,27.569
1502,medium_variant,5yearly,2020,28.115
1502,medium_variant,5yearly,2025,28.563
1502,medium_variant,5yearly,2030,28.919
1502,medium_variant,5yearly,2035,29.168
1502,medium_variant,5yearly,2040,29.363
1502,medium_variant,5yearly,2045,29.526
1502,medium_variant,5yearly,2050,29.657
1502,medium_variant,5yearly,2055,29.761
1502,medium_variant,5yearly,2060,29.843
1502,medium_variant,5yearly,2065,29.91
1502,medium_variant,5yearly,2070,29.97
1502,medium_variant,5yearly,2075,30.026
1502,medium_variant,5yearly,2080,30.084
1502,medium_variant,5yearly,2085,30.142
1502,medium_variant,5yearly,2090,30.199
1502,medium_variant,5yearly,2095,30.253
1502,estimates,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,5yearly,Regi,Upper-middle-income countries
