variant,country,year,populationchange
estimates,44,1950,0.895
estimates,44,1951,1.169
estimates,44,1952,1.69
estimates,44,1953,2.171
estimates,44,1954,2.62
estimates,44,1955,3.059
estimates,44,1956,3.49
estimates,44,1957,3.932
estimates,44,1958,4.397
estimates,44,1959,4.875
estimates,44,1960,5.348
estimates,44,1961,5.774
estimates,44,1962,6.111
estimates,44,1963,6.308
estimates,44,1964,6.362
estimates,44,1965,6.336
estimates,44,1966,6.28
estimates,44,1967,6.134
estimates,44,1968,5.824
estimates,44,1969,5.368
estimates,44,1970,4.812
estimates,44,1971,4.246
estimates,44,1972,3.814
estimates,44,1973,3.63
estimates,44,1974,3.696
estimates,44,1975,3.9
estimates,44,1976,4.114
estimates,44,1977,4.305
estimates,44,1978,4.46
estimates,44,1979,4.574
estimates,44,1980,4.682
estimates,44,1981,4.806
estimates,44,1982,4.896
estimates,44,1983,4.871
estimates,44,1984,4.751
estimates,44,1985,4.559
estimates,44,1986,4.354
estimates,44,1987,4.224
estimates,44,1988,4.228
estimates,44,1989,4.378
estimates,44,1990,4.632
estimates,44,1991,4.898
estimates,44,1992,5.025
estimates,44,1993,4.882
estimates,44,1994,4.495
estimates,44,1995,3.95
estimates,44,1996,3.411
estimates,44,1997,3.135
estimates,44,1998,3.3
estimates,44,1999,3.912
estimates,44,2000,4.778
estimates,44,2001,5.63
estimates,44,2002,6.303
estimates,44,2003,6.684
estimates,44,2004,6.752
estimates,44,2005,6.653
estimates,44,2006,6.54
estimates,44,2007,6.424
estimates,44,2008,6.265
estimates,44,2009,6.079
estimates,44,2010,5.857
estimates,44,2011,5.605
estimates,44,2012,5.337
estimates,44,2013,5.066
estimates,44,2014,4.8
estimates,44,2015,4.532
medium_variant,44,2015,4.532
medium_variant,44,2016,4.262
medium_variant,44,2017,4.027
medium_variant,44,2018,3.867
medium_variant,44,2019,3.777
medium_variant,44,2020,3.731
medium_variant,44,2021,3.693
medium_variant,44,2022,3.64
medium_variant,44,2023,3.56
medium_variant,44,2024,3.448
medium_variant,44,2025,3.325
medium_variant,44,2026,3.21
medium_variant,44,2027,3.099
medium_variant,44,2028,2.979
medium_variant,44,2029,2.852
medium_variant,44,2030,2.725
medium_variant,44,2031,2.599
medium_variant,44,2032,2.47
medium_variant,44,2033,2.349
medium_variant,44,2034,2.236
medium_variant,44,2035,2.129
medium_variant,44,2036,2.02
medium_variant,44,2037,1.914
medium_variant,44,2038,1.824
medium_variant,44,2039,1.74
medium_variant,44,2040,1.668
medium_variant,44,2041,1.599
medium_variant,44,2042,1.532
medium_variant,44,2043,1.471
medium_variant,44,2044,1.408
medium_variant,44,2045,1.353
medium_variant,44,2046,1.298
medium_variant,44,2047,1.239
medium_variant,44,2048,1.177
medium_variant,44,2049,1.108
medium_variant,44,2050,1.034
medium_variant,44,2051,0.961
medium_variant,44,2052,0.892
medium_variant,44,2053,0.826
medium_variant,44,2054,0.759
medium_variant,44,2055,0.694
medium_variant,44,2056,0.63
medium_variant,44,2057,0.569
medium_variant,44,2058,0.511
medium_variant,44,2059,0.452
medium_variant,44,2060,0.399
medium_variant,44,2061,0.343
medium_variant,44,2062,0.288
medium_variant,44,2063,0.234
medium_variant,44,2064,0.189
medium_variant,44,2065,0.14
medium_variant,44,2066,0.087
medium_variant,44,2067,0.041
medium_variant,44,2068,-0.007
medium_variant,44,2069,-0.059
medium_variant,44,2070,-0.108
medium_variant,44,2071,-0.156
medium_variant,44,2072,-0.202
medium_variant,44,2073,-0.244
medium_variant,44,2074,-0.29
medium_variant,44,2075,-0.33
medium_variant,44,2076,-0.369
medium_variant,44,2077,-0.407
medium_variant,44,2078,-0.438
medium_variant,44,2079,-0.475
medium_variant,44,2080,-0.506
medium_variant,44,2081,-0.531
medium_variant,44,2082,-0.559
medium_variant,44,2083,-0.581
medium_variant,44,2084,-0.597
medium_variant,44,2085,-0.609
medium_variant,44,2086,-0.621
medium_variant,44,2087,-0.632
medium_variant,44,2088,-0.639
medium_variant,44,2089,-0.636
medium_variant,44,2090,-0.635
medium_variant,44,2091,-0.638
medium_variant,44,2092,-0.638
medium_variant,44,2093,-0.64
medium_variant,44,2094,-0.642
medium_variant,44,2095,-0.642
medium_variant,44,2096,-0.646
medium_variant,44,2097,-0.651
medium_variant,44,2098,-0.659
medium_variant,44,2099,-0.669
