continent,year,variant,age1yearinterval,population
904,1950,estimates,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1950,estimates,0,6036.782
904,1950,estimates,1,5685.296
904,1950,estimates,2,5376.145
904,1950,estimates,3,5105.721
904,1950,estimates,4,4870.43
904,1950,estimates,5,4666.675
904,1950,estimates,6,4490.855
904,1950,estimates,7,4339.374
904,1950,estimates,8,4208.632
904,1950,estimates,9,4095.032
904,1950,estimates,10,3999.151
904,1950,estimates,11,3921.568
904,1950,estimates,12,3837.811
904,1950,estimates,13,3735.912
904,1950,estimates,14,3624.811
904,1950,estimates,15,3523.287
904,1950,estimates,16,3425.029
904,1950,estimates,17,3339.919
904,1950,estimates,18,3273.924
904,1950,estimates,19,3219.531
904,1950,estimates,20,3164.519
904,1950,estimates,21,3112.807
904,1950,estimates,22,3048.236
904,1950,estimates,23,2962.009
904,1950,estimates,24,2862.045
904,1950,estimates,25,2766.564
904,1950,estimates,26,2673.696
904,1950,estimates,27,2580.077
904,1950,estimates,28,2486.436
904,1950,estimates,29,2394.762
904,1950,estimates,30,2303.941
904,1950,estimates,31,2211.367
904,1950,estimates,32,2137.486
904,1950,estimates,33,2091.472
904,1950,estimates,34,2063.261
904,1950,estimates,35,2034.45
904,1950,estimates,36,2009.649
904,1950,estimates,37,1974.62
904,1950,estimates,38,1920.707
904,1950,estimates,39,1854.993
904,1950,estimates,40,1793.25
904,1950,estimates,41,1732.374
904,1950,estimates,42,1673.719
904,1950,estimates,43,1619.558
904,1950,estimates,44,1568.445
904,1950,estimates,45,1516.242
904,1950,estimates,46,1463.26
904,1950,estimates,47,1412.669
904,1950,estimates,48,1365.44
904,1950,estimates,49,1320.212
904,1950,estimates,50,1275.347
904,1950,estimates,51,1232.046
904,1950,estimates,52,1184.537
904,1950,estimates,53,1130.054
904,1950,estimates,54,1071.667
904,1950,estimates,55,1014.713
904,1950,estimates,56,957.54
904,1950,estimates,57,905.822
904,1950,estimates,58,862.735
904,1950,estimates,59,825.35
904,1950,estimates,60,787.8
904,1950,estimates,61,751.521
904,1950,estimates,62,713.7
904,1950,estimates,63,672.418
904,1950,estimates,64,629.325
904,1950,estimates,65,587.928
904,1950,estimates,66,547.459
904,1950,estimates,67,508.86
904,1950,estimates,68,472.933
904,1950,estimates,69,439.054
904,1950,estimates,70,405.855
904,1950,estimates,71,373.697
904,1950,estimates,72,342.126
904,1950,estimates,73,310.818
904,1950,estimates,74,280.114
904,1950,estimates,75,250.969
904,1950,estimates,76,223.517
904,1950,estimates,77,196.734
904,1950,estimates,78,170.293
904,1950,estimates,79,144.874
904,1950,estimates,80plus,753.736
904,1951,estimates,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1951,estimates,0,6342.946
904,1951,estimates,1,5943.716
904,1951,estimates,2,5611.986
904,1951,estimates,3,5319.35
904,1951,estimates,4,5062.468
904,1951,estimates,5,4837.998
904,1951,estimates,6,4642.645
904,1951,estimates,7,4473.123
904,1951,estimates,8,4325.805
904,1951,estimates,9,4197.213
904,1951,estimates,10,4084.189
904,1951,estimates,11,3987.639
904,1951,estimates,12,3908.134
904,1951,estimates,13,3822.786
904,1951,estimates,14,3720.486
904,1951,estimates,15,3609.681
904,1951,estimates,16,3507.807
904,1951,estimates,17,3408.843
904,1951,estimates,18,3323.138
904,1951,estimates,19,3256.76
904,1951,estimates,20,3202.152
904,1951,estimates,21,3146.91
904,1951,estimates,22,3094.984
904,1951,estimates,23,3030.366
904,1951,estimates,24,2944.328
904,1951,estimates,25,2844.728
904,1951,estimates,26,2749.601
904,1951,estimates,27,2657.051
904,1951,estimates,28,2563.919
904,1951,estimates,29,2471.014
904,1951,estimates,30,2380.168
904,1951,estimates,31,2290.159
904,1951,estimates,32,2198.508
904,1951,estimates,33,2124.98
904,1951,estimates,34,2078.442
904,1951,estimates,35,2049.166
904,1951,estimates,36,2019.349
904,1951,estimates,37,1993.409
904,1951,estimates,38,1957.707
904,1951,estimates,39,1903.946
904,1951,estimates,40,1838.872
904,1951,estimates,41,1777.628
904,1951,estimates,42,1717.264
904,1951,estimates,43,1658.831
904,1951,estimates,44,1604.377
904,1951,estimates,45,1552.64
904,1951,estimates,46,1499.887
904,1951,estimates,47,1446.362
904,1951,estimates,48,1395.214
904,1951,estimates,49,1347.463
904,1951,estimates,50,1301.736
904,1951,estimates,51,1256.33
904,1951,estimates,52,1212.443
904,1951,estimates,53,1164.51
904,1951,estimates,54,1109.867
904,1951,estimates,55,1051.47
904,1951,estimates,56,994.498
904,1951,estimates,57,937.355
904,1951,estimates,58,885.471
904,1951,estimates,59,841.893
904,1951,estimates,60,803.814
904,1951,estimates,61,765.643
904,1951,estimates,62,728.758
904,1951,estimates,63,690.455
904,1951,estimates,64,648.912
904,1951,estimates,65,605.714
904,1951,estimates,66,564.246
904,1951,estimates,67,523.764
904,1951,estimates,68,485.178
904,1951,estimates,69,449.23
904,1951,estimates,70,415.356
904,1951,estimates,71,382.27
904,1951,estimates,72,350.325
904,1951,estimates,73,319.144
904,1951,estimates,74,288.437
904,1951,estimates,75,258.523
904,1951,estimates,76,230.217
904,1951,estimates,77,203.634
904,1951,estimates,78,178.001
904,1951,estimates,79,153.115
904,1951,estimates,80plus,770.679
904,1952,estimates,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1952,estimates,0,6646.221
904,1952,estimates,1,6229.832
904,1952,estimates,2,5849.795
904,1952,estimates,3,5537.747
904,1952,estimates,4,5261.583
904,1952,estimates,5,5018.202
904,1952,estimates,6,4804.516
904,1952,estimates,7,4617.549
904,1952,estimates,8,4454.316
904,1952,estimates,9,4311.17
904,1952,estimates,10,4184.783
904,1952,estimates,11,4072.411
904,1952,estimates,12,3975.277
904,1952,estimates,13,3893.936
904,1952,estimates,14,3807.052
904,1952,estimates,15,3704.363
904,1952,estimates,16,3593.816
904,1952,estimates,17,3491.57
904,1952,estimates,18,3391.871
904,1952,estimates,19,3305.559
904,1952,estimates,20,3238.822
904,1952,estimates,21,3184.04
904,1952,estimates,22,3128.613
904,1952,estimates,23,3076.503
904,1952,estimates,24,3011.874
904,1952,estimates,25,2926.038
904,1952,estimates,26,2826.797
904,1952,estimates,27,2732.026
904,1952,estimates,28,2639.799
904,1952,estimates,29,2547.174
904,1952,estimates,30,2455.008
904,1952,estimates,31,2365.027
904,1952,estimates,32,2275.864
904,1952,estimates,33,2185.151
904,1952,estimates,34,2111.997
904,1952,estimates,35,2064.943
904,1952,estimates,36,2034.619
904,1952,estimates,37,2003.789
904,1952,estimates,38,1976.718
904,1952,estimates,39,1940.357
904,1952,estimates,40,1886.746
904,1952,estimates,41,1822.315
904,1952,estimates,42,1761.581
904,1952,estimates,43,1701.739
904,1952,estimates,44,1643.514
904,1952,estimates,45,1588.766
904,1952,estimates,46,1536.403
904,1952,estimates,47,1483.095
904,1952,estimates,48,1429.019
904,1952,estimates,49,1377.322
904,1952,estimates,50,1329.071
904,1952,estimates,51,1282.885
904,1952,estimates,52,1236.983
904,1952,estimates,53,1192.545
904,1952,estimates,54,1144.215
904,1952,estimates,55,1089.421
904,1952,estimates,56,1031.024
904,1952,estimates,57,974.028
904,1952,estimates,58,916.925
904,1952,estimates,59,864.879
904,1952,estimates,60,820.814
904,1952,estimates,61,782.072
904,1952,estimates,62,743.288
904,1952,estimates,63,705.799
904,1952,estimates,64,667.03
904,1952,estimates,65,625.238
904,1952,estimates,66,581.948
904,1952,estimates,67,540.412
904,1952,estimates,68,499.936
904,1952,estimates,69,461.362
904,1952,estimates,70,425.408
904,1952,estimates,71,391.542
904,1952,estimates,72,358.59
904,1952,estimates,73,326.859
904,1952,estimates,74,296.069
904,1952,estimates,75,265.979
904,1952,estimates,76,236.873
904,1952,estimates,77,209.432
904,1952,estimates,78,183.722
904,1952,estimates,79,159.257
904,1952,estimates,80plus,783.102
904,1953,estimates,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1953,estimates,0,6920.586
904,1953,estimates,1,6481.079
904,1953,estimates,2,6088.926
904,1953,estimates,3,5757.859
904,1953,estimates,4,5465.451
904,1953,estimates,5,5205.696
904,1953,estimates,6,4975.749
904,1953,estimates,7,4772.792
904,1953,estimates,8,4594.132
904,1953,estimates,9,4437.108
904,1953,estimates,10,4298.052
904,1953,estimates,11,4173.796
904,1953,estimates,12,4061.996
904,1953,estimates,13,3964.2
904,1953,estimates,14,3880.94
904,1953,estimates,15,3792.469
904,1953,estimates,16,3689.356
904,1953,estimates,17,3579.068
904,1953,estimates,18,3476.439
904,1953,estimates,19,3376.002
904,1953,estimates,20,3289.064
904,1953,estimates,21,3221.936
904,1953,estimates,22,3166.934
904,1953,estimates,23,3111.271
904,1953,estimates,24,3058.936
904,1953,estimates,25,2994.251
904,1953,estimates,26,2908.59
904,1953,estimates,27,2809.688
904,1953,estimates,28,2715.257
904,1953,estimates,29,2623.329
904,1953,estimates,30,2531.172
904,1953,estimates,31,2439.714
904,1953,estimates,32,2350.535
904,1953,estimates,33,2262.166
904,1953,estimates,34,2172.342
904,1953,estimates,35,2099.522
904,1953,estimates,36,2051.943
904,1953,estimates,37,2020.564
904,1953,estimates,38,1988.731
904,1953,estimates,39,1960.529
904,1953,estimates,40,1923.502
904,1953,estimates,41,1870.025
904,1953,estimates,42,1806.215
904,1953,estimates,43,1745.96
904,1953,estimates,44,1686.614
904,1953,estimates,45,1628.595
904,1953,estimates,46,1573.543
904,1953,estimates,47,1520.551
904,1953,estimates,48,1466.683
904,1953,estimates,49,1412.055
904,1953,estimates,50,1359.805
904,1953,estimates,51,1311.047
904,1953,estimates,52,1264.388
904,1953,estimates,53,1217.972
904,1953,estimates,54,1172.972
904,1953,estimates,55,1124.244
904,1953,estimates,56,1069.289
904,1953,estimates,57,1010.88
904,1953,estimates,58,953.858
904,1953,estimates,59,896.775
904,1953,estimates,60,844.555
904,1953,estimates,61,800.002
904,1953,estimates,62,760.579
904,1953,estimates,63,721.167
904,1953,estimates,64,683.074
904,1953,estimates,65,643.827
904,1953,estimates,66,601.77
904,1953,estimates,67,558.382
904,1953,estimates,68,516.768
904,1953,estimates,69,476.292
904,1953,estimates,70,437.72
904,1953,estimates,71,401.745
904,1953,estimates,72,367.887
904,1953,estimates,73,335.047
904,1953,estimates,74,303.528
904,1953,estimates,75,273.12
904,1953,estimates,76,243.639
904,1953,estimates,77,215.323
