continent,year,variant,age5yearinterval,population
904,1950,estimates,0_4,27074.374
904,1950,estimates,5_9,21800.568
904,1950,estimates,10_14,19119.253
904,1950,estimates,15_19,16781.69
904,1950,estimates,20_24,15149.616
904,1950,estimates,25_29,12901.535
904,1950,estimates,30_34,10807.527
904,1950,estimates,35_39,9794.419
904,1950,estimates,40_44,8387.346
904,1950,estimates,45_49,7077.823
904,1950,estimates,50_54,5893.651
904,1950,estimates,55_59,4566.16
904,1950,estimates,60_64,3554.764
904,1950,estimates,65_69,2556.234
904,1950,estimates,70_74,1712.61
904,1950,estimates,75_79,986.387
904,1955,estimates,0_4,32807.963
904,1955,estimates,5_9,25634.738
904,1955,estimates,10_14,21454.198
904,1955,estimates,15_19,18801.356
904,1955,estimates,20_24,16395.655
904,1955,estimates,25_29,14732.647
904,1955,estimates,30_34,12522.321
904,1955,estimates,35_39,10490.623
904,1955,estimates,40_44,9401.838
904,1955,estimates,45_49,8014.331
904,1955,estimates,50_54,6650.218
904,1955,estimates,55_59,5406.565
904,1955,estimates,60_64,4056.82
904,1955,estimates,65_69,2983.485
904,1955,estimates,70_74,1967.591
904,1955,estimates,75_79,1145.612
904,1960,estimates,0_4,37317.53
904,1960,estimates,5_9,31295.743
904,1960,estimates,10_14,25254.557
904,1960,estimates,15_19,21038.882
904,1960,estimates,20_24,18269.623
904,1960,estimates,25_29,15866.686
904,1960,estimates,30_34,14257.547
904,1960,estimates,35_39,12116.734
904,1960,estimates,40_44,10070.619
904,1960,estimates,45_49,8995.181
904,1960,estimates,50_54,7540.322
904,1960,estimates,55_59,6130.377
904,1960,estimates,60_64,4831.697
904,1960,estimates,65_69,3440.579
904,1960,estimates,70_74,2338.596
904,1960,estimates,75_79,1360.807
904,1965,estimates,0_4,42512.013
904,1965,estimates,5_9,35806.054
904,1965,estimates,10_14,30811.353
904,1965,estimates,15_19,24742.794
904,1965,estimates,20_24,20463.687
904,1965,estimates,25_29,17729.627
904,1965,estimates,30_34,15399.492
904,1965,estimates,35_39,13833.762
904,1965,estimates,40_44,11695.144
904,1965,estimates,45_49,9662.799
904,1965,estimates,50_54,8507.522
904,1965,estimates,55_59,7006.851
904,1965,estimates,60_64,5525.656
904,1965,estimates,65_69,4142.767
904,1965,estimates,70_74,2740.562
904,1965,estimates,75_79,1652.346
904,1970,estimates,0_4,45898.702
904,1970,estimates,5_9,41055.758
904,1970,estimates,10_14,35324.227
904,1970,estimates,15_19,30244.819
904,1970,estimates,20_24,24076.001
904,1970,estimates,25_29,19819.987
904,1970,estimates,30_34,17182.368
904,1970,estimates,35_39,14935.802
904,1970,estimates,40_44,13371.888
904,1970,estimates,45_49,11232.809
904,1970,estimates,50_54,9168.637
904,1970,estimates,55_59,7931.974
904,1970,estimates,60_64,6348.193
904,1970,estimates,65_69,4782.016
904,1970,estimates,70_74,3321.224
904,1970,estimates,75_79,1953.194
904,1975,estimates,0_4,49188.247
904,1975,estimates,5_9,44606.389
904,1975,estimates,10_14,40521.222
904,1975,estimates,15_19,34696.545
904,1975,estimates,20_24,29460.119
904,1975,estimates,25_29,23377.021
904,1975,estimates,30_34,19266.525
904,1975,estimates,35_39,16726.129
904,1975,estimates,40_44,14493.178
904,1975,estimates,45_49,12898.206
904,1975,estimates,50_54,10706.613
904,1975,estimates,55_59,8581.586
904,1975,estimates,60_64,7213.521
904,1975,estimates,65_69,5519.949
904,1975,estimates,70_74,3867.794
904,1975,estimates,75_79,2399.552
904,1980,estimates,0_4,52609.413
904,1980,estimates,5_9,48044.127
904,1980,estimates,10_14,44012.31
904,1980,estimates,15_19,39729.955
904,1980,estimates,20_24,33622.555
904,1980,estimates,25_29,28498.798
904,1980,estimates,30_34,22675.811
904,1980,estimates,35_39,18746.349
904,1980,estimates,40_44,16245.631
904,1980,estimates,45_49,13994.487
904,1980,estimates,50_54,12321.907
904,1980,estimates,55_59,10055.169
904,1980,estimates,60_64,7845.75
904,1980,estimates,65_69,6325.62
904,1980,estimates,70_74,4508.311
904,1980,estimates,75_79,2840.097
904,1985,estimates,0_4,55380.526
904,1985,estimates,5_9,51642.151
904,1985,estimates,10_14,47478.697
904,1985,estimates,15_19,43213.856
904,1985,estimates,20_24,38611.619
904,1985,estimates,25_29,32603.451
904,1985,estimates,30_34,27706.94
904,1985,estimates,35_39,22067.133
904,1985,estimates,40_44,18221.642
904,1985,estimates,45_49,15713.274
904,1985,estimates,50_54,13397.416
904,1985,estimates,55_59,11606.718
904,1985,estimates,60_64,9218.713
904,1985,estimates,65_69,6912.509
904,1985,estimates,70_74,5199.809
904,1985,estimates,75_79,3358.311
904,1990,estimates,0_4,56589.341
904,1990,estimates,5_9,54499.944
904,1990,estimates,10_14,51039.121
904,1990,estimates,15_19,46602.907
904,1990,estimates,20_24,42005.273
904,1990,estimates,25_29,37517
904,1990,estimates,30_34,31761.241
904,1990,estimates,35_39,27064.262
904,1990,estimates,40_44,21536.681
904,1990,estimates,45_49,17678.894
904,1990,estimates,50_54,15083.798
904,1990,estimates,55_59,12658.872
904,1990,estimates,60_64,10686.342
904,1990,estimates,65_69,8169.946
904,1990,estimates,70_74,5730.369
904,1990,estimates,75_79,3925.63
904,1990,estimates,80_84,2157.453
904,1990,estimates,85_89,891.128
904,1990,estimates,90_94,263.758
904,1990,estimates,95_99,49.72
904,1990,estimates,100plus,7.529
904,1995,estimates,0_4,57100.309
904,1995,estimates,5_9,55904.105
904,1995,estimates,10_14,54007.725
904,1995,estimates,15_19,50344.701
904,1995,estimates,20_24,45569.84
904,1995,estimates,25_29,40946.087
904,1995,estimates,30_34,36620.703
904,1995,estimates,35_39,31050.24
904,1995,estimates,40_44,26419.995
904,1995,estimates,45_49,20919.984
904,1995,estimates,50_54,17021.656
904,1995,estimates,55_59,14296.675
904,1995,estimates,60_64,11714.353
904,1995,estimates,65_69,9519.266
904,1995,estimates,70_74,6862.058
904,1995,estimates,75_79,4401.147
904,1995,estimates,80_84,2603.446
904,1995,estimates,85_89,1123.32
904,1995,estimates,90_94,350.657
904,1995,estimates,95_99,75.561
904,1995,estimates,100plus,10.734
904,2000,estimates,0_4,57142.596
904,2000,estimates,5_9,56456.754
904,2000,estimates,10_14,55333.219
904,2000,estimates,15_19,53128.935
904,2000,estimates,20_24,49036.364
904,2000,estimates,25_29,44243.65
904,2000,estimates,30_34,39841.63
904,2000,estimates,35_39,35731.844
904,2000,estimates,40_44,30265.771
904,2000,estimates,45_49,25654.033
904,2000,estimates,50_54,20164.119
904,2000,estimates,55_59,16178.667
904,2000,estimates,60_64,13318.154
904,2000,estimates,65_69,10577.321
904,2000,estimates,70_74,8173.124
904,2000,estimates,75_79,5453.938
904,2000,estimates,80_84,3056.735
904,2000,estimates,85_89,1441.239
904,2000,estimates,90_94,472.085
904,2000,estimates,95_99,107.881
904,2000,estimates,100plus,16.914
904,2005,estimates,0_4,55576.65
904,2005,estimates,5_9,56506.328
904,2005,estimates,10_14,55816.439
904,2005,estimates,15_19,54452.181
904,2005,estimates,20_24,51814.96
904,2005,estimates,25_29,47654.552
904,2005,estimates,30_34,43073.967
904,2005,estimates,35_39,38900.178
