country,variant,freq,year,infantmortalityper1000livebirth
84,estimates,5yearly,1950,100.145
84,estimates,5yearly,1955,88.539
84,estimates,5yearly,1960,78.183
84,estimates,5yearly,1965,68.53
84,estimates,5yearly,1970,59.559
84,estimates,5yearly,1975,50.486
84,estimates,5yearly,1980,39.868
84,estimates,5yearly,1985,35.195
84,estimates,5yearly,1990,29.709
84,estimates,5yearly,1995,23.011
84,estimates,5yearly,2000,19.679
84,estimates,5yearly,2005,16.984
84,estimates,5yearly,2010,14.324
84,medium_variant,5yearly,2015,11.642
84,medium_variant,5yearly,2020,9.758
84,medium_variant,5yearly,2025,8.28
84,medium_variant,5yearly,2030,7.326
84,medium_variant,5yearly,2035,6.531
84,medium_variant,5yearly,2040,5.81
84,medium_variant,5yearly,2045,5.194
84,medium_variant,5yearly,2050,4.658
84,medium_variant,5yearly,2055,4.186
84,medium_variant,5yearly,2060,3.814
84,medium_variant,5yearly,2065,3.563
84,medium_variant,5yearly,2070,3.332
84,medium_variant,5yearly,2075,3.121
84,medium_variant,5yearly,2080,2.93
84,medium_variant,5yearly,2085,2.759
84,medium_variant,5yearly,2090,2.599
84,medium_variant,5yearly,2095,2.473
84,estimates,5yearly,Regi,Belize
84,medium_variant,5yearly,Regi,Belize
