country,variant,freq,year,infantmortalityper1000livebirth
124,estimates,5yearly,1950,37.831
124,estimates,5yearly,1955,31.998
124,estimates,5yearly,1960,26.006
124,estimates,5yearly,1965,20.849
124,estimates,5yearly,1970,16.274
124,estimates,5yearly,1975,12.228
124,estimates,5yearly,1980,8.983
124,estimates,5yearly,1985,7.402
124,estimates,5yearly,1990,6.243
124,estimates,5yearly,1995,5.358
124,estimates,5yearly,2000,5.267
124,estimates,5yearly,2005,5.099
124,estimates,5yearly,2010,4.726
124,medium_variant,5yearly,2015,4.052
124,medium_variant,5yearly,2020,3.473
124,medium_variant,5yearly,2025,3.031
124,medium_variant,5yearly,2030,2.686
124,medium_variant,5yearly,2035,2.406
124,medium_variant,5yearly,2040,2.162
124,medium_variant,5yearly,2045,1.947
124,medium_variant,5yearly,2050,1.752
124,medium_variant,5yearly,2055,1.582
124,medium_variant,5yearly,2060,1.433
124,medium_variant,5yearly,2065,1.288
124,medium_variant,5yearly,2070,1.158
124,medium_variant,5yearly,2075,1.033
124,medium_variant,5yearly,2080,0.923
124,medium_variant,5yearly,2085,0.823
124,medium_variant,5yearly,2090,0.728
124,medium_variant,5yearly,2095,0.648
