country,variant,freq,year,infantmortalityper1000livebirth
688,estimates,5yearly,1950,117.522
688,estimates,5yearly,1955,103.289
688,estimates,5yearly,1960,87.975
688,estimates,5yearly,1965,68.616
688,estimates,5yearly,1970,50.821
688,estimates,5yearly,1975,40.173
688,estimates,5yearly,1980,34.778
688,estimates,5yearly,1985,22.364
688,estimates,5yearly,1990,17.155
688,estimates,5yearly,1995,16.11
688,estimates,5yearly,2000,14.137
688,estimates,5yearly,2005,12.445
688,estimates,5yearly,2010,9.772
688,medium_variant,5yearly,2015,8.332
688,medium_variant,5yearly,2020,7.352
688,medium_variant,5yearly,2025,6.517
688,medium_variant,5yearly,2030,6.085
688,medium_variant,5yearly,2035,5.758
688,medium_variant,5yearly,2040,5.487
688,medium_variant,5yearly,2045,5.261
688,medium_variant,5yearly,2050,5.081
688,medium_variant,5yearly,2055,4.915
688,medium_variant,5yearly,2060,4.794
688,medium_variant,5yearly,2065,4.709
688,medium_variant,5yearly,2070,4.649
688,medium_variant,5yearly,2075,4.624
688,medium_variant,5yearly,2080,4.619
688,medium_variant,5yearly,2085,4.629
688,medium_variant,5yearly,2090,4.649
688,medium_variant,5yearly,2095,5.071
