country,variant,freq,year,infantmortalityper1000livebirth
484,estimates,5yearly,1950,121.17
484,estimates,5yearly,1955,101.47
484,estimates,5yearly,1960,88.049
484,estimates,5yearly,1965,79.438
484,estimates,5yearly,1970,68.955
484,estimates,5yearly,1975,56.843
484,estimates,5yearly,1980,47.041
484,estimates,5yearly,1985,39.506
484,estimates,5yearly,1990,33.085
484,estimates,5yearly,1995,27.696
484,estimates,5yearly,2000,20.504
484,estimates,5yearly,2005,19.927
484,estimates,5yearly,2010,18.787
484,medium_variant,5yearly,2015,16.451
484,medium_variant,5yearly,2020,14.453
484,medium_variant,5yearly,2025,12.704
484,medium_variant,5yearly,2030,11.14
484,medium_variant,5yearly,2035,9.772
484,medium_variant,5yearly,2040,8.616
484,medium_variant,5yearly,2045,7.739
484,medium_variant,5yearly,2050,6.967
484,medium_variant,5yearly,2055,6.397
484,medium_variant,5yearly,2060,5.852
484,medium_variant,5yearly,2065,5.346
484,medium_variant,5yearly,2070,4.869
484,medium_variant,5yearly,2075,4.433
484,medium_variant,5yearly,2080,4.068
484,medium_variant,5yearly,2085,3.742
484,medium_variant,5yearly,2090,3.417
484,medium_variant,5yearly,2095,3.131
