country,variant,freq,year,infantmortalityper1000livebirth
344,estimates,5yearly,1950,61.806
344,estimates,5yearly,1955,46.221
344,estimates,5yearly,1960,33.583
344,estimates,5yearly,1965,24.672
344,estimates,5yearly,1970,16.671
344,estimates,5yearly,1975,12.922
344,estimates,5yearly,1980,9.498
344,estimates,5yearly,1985,7.25
344,estimates,5yearly,1990,5.194
344,estimates,5yearly,1995,3.592
344,estimates,5yearly,2000,2.519
344,estimates,5yearly,2005,1.859
344,estimates,5yearly,2010,1.589
344,medium_variant,5yearly,2015,1.384
344,medium_variant,5yearly,2020,1.279
344,medium_variant,5yearly,2025,1.184
344,medium_variant,5yearly,2030,1.104
344,medium_variant,5yearly,2035,1.029
344,medium_variant,5yearly,2040,0.964
344,medium_variant,5yearly,2045,0.914
344,medium_variant,5yearly,2050,0.869
344,medium_variant,5yearly,2055,0.829
344,medium_variant,5yearly,2060,0.789
344,medium_variant,5yearly,2065,0.754
344,medium_variant,5yearly,2070,0.714
344,medium_variant,5yearly,2075,0.679
344,medium_variant,5yearly,2080,0.649
344,medium_variant,5yearly,2085,0.625
344,medium_variant,5yearly,2090,0.605
344,medium_variant,5yearly,2095,0.58
