country,variant,freq,year,infantmortalityper1000livebirth
204,estimates,5yearly,1950,209.382
204,estimates,5yearly,1955,192.192
204,estimates,5yearly,1960,176.656
204,estimates,5yearly,1965,162.99
204,estimates,5yearly,1970,150.825
204,estimates,5yearly,1975,135.395
204,estimates,5yearly,1980,123.682
204,estimates,5yearly,1985,113.59
204,estimates,5yearly,1990,102.228
204,estimates,5yearly,1995,93.357
204,estimates,5yearly,2000,84.055
204,estimates,5yearly,2005,74.53
204,estimates,5yearly,2010,67.681
204,medium_variant,5yearly,2015,61.305
204,medium_variant,5yearly,2020,55.961
204,medium_variant,5yearly,2025,51.601
204,medium_variant,5yearly,2030,47.763
204,medium_variant,5yearly,2035,44.479
204,medium_variant,5yearly,2040,41.682
204,medium_variant,5yearly,2045,39.091
204,medium_variant,5yearly,2050,36.365
204,medium_variant,5yearly,2055,34.063
204,medium_variant,5yearly,2060,31.904
204,medium_variant,5yearly,2065,29.954
204,medium_variant,5yearly,2070,28.141
204,medium_variant,5yearly,2075,26.535
204,medium_variant,5yearly,2080,25.034
204,medium_variant,5yearly,2085,23.521
204,medium_variant,5yearly,2090,22.15
204,medium_variant,5yearly,2095,20.79
204,estimates,5yearly,Regi,Benin
204,medium_variant,5yearly,Regi,Benin
