country,variant,freq,year,infantmortalityper1000livebirth
174,estimates,5yearly,1950,192.331
174,estimates,5yearly,1955,180.065
174,estimates,5yearly,1960,166.507
174,estimates,5yearly,1965,153.606
174,estimates,5yearly,1970,139.253
174,estimates,5yearly,1975,126.718
174,estimates,5yearly,1980,108.98
174,estimates,5yearly,1985,93.444
174,estimates,5yearly,1990,81.001
174,estimates,5yearly,1995,74.036
174,estimates,5yearly,2000,72.565
174,estimates,5yearly,2005,66.667
174,estimates,5yearly,2010,58.086
174,medium_variant,5yearly,2015,53.127
174,medium_variant,5yearly,2020,48.864
174,medium_variant,5yearly,2025,45.132
174,medium_variant,5yearly,2030,41.77
174,medium_variant,5yearly,2035,38.73
174,medium_variant,5yearly,2040,35.961
174,medium_variant,5yearly,2045,33.478
174,medium_variant,5yearly,2050,31.19
174,medium_variant,5yearly,2055,29.06
174,medium_variant,5yearly,2060,27.217
174,medium_variant,5yearly,2065,25.464
174,medium_variant,5yearly,2070,23.896
174,medium_variant,5yearly,2075,22.355
174,medium_variant,5yearly,2080,20.891
174,medium_variant,5yearly,2085,19.543
174,medium_variant,5yearly,2090,18.169
174,medium_variant,5yearly,2095,16.812
