country,variant,freq,year,infantmortalityper1000livebirth
450,estimates,5yearly,1950,182.707
450,estimates,5yearly,1955,168.596
450,estimates,5yearly,1960,156.471
450,estimates,5yearly,1965,144.672
450,estimates,5yearly,1970,133.85
450,estimates,5yearly,1975,122.423
450,estimates,5yearly,1980,109.064
450,estimates,5yearly,1985,107.845
450,estimates,5yearly,1990,100.071
450,estimates,5yearly,1995,77.748
450,estimates,5yearly,2000,57.989
450,estimates,5yearly,2005,45.499
450,estimates,5yearly,2010,36.775
450,medium_variant,5yearly,2015,29.716
450,medium_variant,5yearly,2020,23.338
450,medium_variant,5yearly,2025,19.074
450,medium_variant,5yearly,2030,15.656
450,medium_variant,5yearly,2035,12.999
450,medium_variant,5yearly,2040,10.872
450,medium_variant,5yearly,2045,9.271
450,medium_variant,5yearly,2050,8.146
450,medium_variant,5yearly,2055,7.191
450,medium_variant,5yearly,2060,6.36
450,medium_variant,5yearly,2065,5.654
450,medium_variant,5yearly,2070,5.218
450,medium_variant,5yearly,2075,4.812
450,medium_variant,5yearly,2080,4.507
450,medium_variant,5yearly,2085,4.246
450,medium_variant,5yearly,2090,4.001
450,medium_variant,5yearly,2095,3.776
