country,variant,freq,year,infantmortalityper1000livebirth
591,estimates,5yearly,1950,85.695
591,estimates,5yearly,1955,73.686
591,estimates,5yearly,1960,61.888
591,estimates,5yearly,1965,51.847
591,estimates,5yearly,1970,43.097
591,estimates,5yearly,1975,36.114
591,estimates,5yearly,1980,34.11
591,estimates,5yearly,1985,29.804
591,estimates,5yearly,1990,26.28
591,estimates,5yearly,1995,23.295
591,estimates,5yearly,2000,19.843
591,estimates,5yearly,2005,16.831
591,estimates,5yearly,2010,15.154
591,medium_variant,5yearly,2015,13.389
591,medium_variant,5yearly,2020,11.78
591,medium_variant,5yearly,2025,10.336
591,medium_variant,5yearly,2030,9.063
591,medium_variant,5yearly,2035,7.935
591,medium_variant,5yearly,2040,6.995
591,medium_variant,5yearly,2045,6.25
591,medium_variant,5yearly,2050,5.684
591,medium_variant,5yearly,2055,5.199
591,medium_variant,5yearly,2060,4.753
591,medium_variant,5yearly,2065,4.348
591,medium_variant,5yearly,2070,3.978
591,medium_variant,5yearly,2075,3.642
591,medium_variant,5yearly,2080,3.347
591,medium_variant,5yearly,2085,3.077
591,medium_variant,5yearly,2090,2.841
591,medium_variant,5yearly,2095,2.606
