country,variant,freq,year,infantmortalityper1000livebirth
308,estimates,5yearly,1950,107.869
308,estimates,5yearly,1955,86.729
308,estimates,5yearly,1960,69.378
308,estimates,5yearly,1965,55.385
308,estimates,5yearly,1970,44.125
308,estimates,5yearly,1975,35.098
308,estimates,5yearly,1980,27.891
308,estimates,5yearly,1985,22.117
308,estimates,5yearly,1990,17.532
308,estimates,5yearly,1995,13.875
308,estimates,5yearly,2000,12.034
308,estimates,5yearly,2005,10.184
308,estimates,5yearly,2010,9.58
308,medium_variant,5yearly,2015,8.387
308,medium_variant,5yearly,2020,7.508
308,medium_variant,5yearly,2025,6.703
308,medium_variant,5yearly,2030,5.992
308,medium_variant,5yearly,2035,5.351
308,medium_variant,5yearly,2040,4.774
308,medium_variant,5yearly,2045,4.437
308,medium_variant,5yearly,2050,4.121
308,medium_variant,5yearly,2055,3.819
308,medium_variant,5yearly,2060,3.527
308,medium_variant,5yearly,2065,3.332
308,medium_variant,5yearly,2070,3.147
308,medium_variant,5yearly,2075,2.992
308,medium_variant,5yearly,2080,2.841
308,medium_variant,5yearly,2085,2.711
308,medium_variant,5yearly,2090,2.601
308,medium_variant,5yearly,2095,2.496
