country,variant,freq,year,infantmortalityper1000livebirth
222,estimates,5yearly,1950,150.298
222,estimates,5yearly,1955,135.047
222,estimates,5yearly,1960,121.592
222,estimates,5yearly,1965,110.587
222,estimates,5yearly,1970,101.563
222,estimates,5yearly,1975,92.738
222,estimates,5yearly,1980,79.894
222,estimates,5yearly,1985,60.576
222,estimates,5yearly,1990,41.126
222,estimates,5yearly,1995,29.112
222,estimates,5yearly,2000,23.599
222,estimates,5yearly,2005,20.724
222,estimates,5yearly,2010,17.029
222,medium_variant,5yearly,2015,14.23
222,medium_variant,5yearly,2020,11.677
222,medium_variant,5yearly,2025,10.177
222,medium_variant,5yearly,2030,8.938
222,medium_variant,5yearly,2035,7.92
222,medium_variant,5yearly,2040,7.048
222,medium_variant,5yearly,2045,6.315
222,medium_variant,5yearly,2050,5.689
222,medium_variant,5yearly,2055,5.117
222,medium_variant,5yearly,2060,4.676
222,medium_variant,5yearly,2065,4.284
222,medium_variant,5yearly,2070,3.923
222,medium_variant,5yearly,2075,3.608
222,medium_variant,5yearly,2080,3.322
222,medium_variant,5yearly,2085,3.061
222,medium_variant,5yearly,2090,2.825
222,medium_variant,5yearly,2095,2.61
