country,variant,freq,year,infantmortalityper1000livebirth
104,estimates,5yearly,1950,213.036
104,estimates,5yearly,1955,175.291
104,estimates,5yearly,1960,155.848
104,estimates,5yearly,1965,123.889
104,estimates,5yearly,1970,111.554
104,estimates,5yearly,1975,100.501
104,estimates,5yearly,1980,90.455
104,estimates,5yearly,1985,81.251
104,estimates,5yearly,1990,72.76
104,estimates,5yearly,1995,65.199
104,estimates,5yearly,2000,57.873
104,estimates,5yearly,2005,52.222
104,estimates,5yearly,2010,45.008
104,medium_variant,5yearly,2015,41.905
104,medium_variant,5yearly,2020,39.032
104,medium_variant,5yearly,2025,36.377
104,medium_variant,5yearly,2030,33.962
104,medium_variant,5yearly,2035,31.712
104,medium_variant,5yearly,2040,29.626
104,medium_variant,5yearly,2045,27.768
104,medium_variant,5yearly,2050,26.096
104,medium_variant,5yearly,2055,24.428
104,medium_variant,5yearly,2060,22.848
104,medium_variant,5yearly,2065,21.433
104,medium_variant,5yearly,2070,19.921
104,medium_variant,5yearly,2075,18.52
104,medium_variant,5yearly,2080,17.146
104,medium_variant,5yearly,2085,15.817
104,medium_variant,5yearly,2090,14.482
104,medium_variant,5yearly,2095,13.37
