country,variant,freq,year,infantmortalityper1000livebirth
642,estimates,5yearly,1950,90.921
642,estimates,5yearly,1955,80.409
642,estimates,5yearly,1960,53.951
642,estimates,5yearly,1965,51.019
642,estimates,5yearly,1970,39.272
642,estimates,5yearly,1975,30.847
642,estimates,5yearly,1980,25.672
642,estimates,5yearly,1985,25.545
642,estimates,5yearly,1990,22.984
642,estimates,5yearly,1995,20.279
642,estimates,5yearly,2000,16.939
642,estimates,5yearly,2005,11.968
642,estimates,5yearly,2010,8.737
642,medium_variant,5yearly,2015,7.432
642,medium_variant,5yearly,2020,6.442
642,medium_variant,5yearly,2025,5.664
642,medium_variant,5yearly,2030,4.967
642,medium_variant,5yearly,2035,4.504
642,medium_variant,5yearly,2040,4.077
642,medium_variant,5yearly,2045,3.684
642,medium_variant,5yearly,2050,3.399
642,medium_variant,5yearly,2055,3.149
642,medium_variant,5yearly,2060,2.928
642,medium_variant,5yearly,2065,2.743
642,medium_variant,5yearly,2070,2.588
642,medium_variant,5yearly,2075,2.438
642,medium_variant,5yearly,2080,2.298
642,medium_variant,5yearly,2085,2.173
642,medium_variant,5yearly,2090,2.062
642,medium_variant,5yearly,2095,2.032
