country,variant,freq,year,infantmortalityper1000livebirth
604,estimates,5yearly,1950,158.625
604,estimates,5yearly,1955,148.214
604,estimates,5yearly,1960,136.087
604,estimates,5yearly,1965,126.277
604,estimates,5yearly,1970,110.276
604,estimates,5yearly,1975,99.068
604,estimates,5yearly,1980,81.636
604,estimates,5yearly,1985,68.013
604,estimates,5yearly,1990,55.448
604,estimates,5yearly,1995,40.621
604,estimates,5yearly,2000,27.394
604,estimates,5yearly,2005,20.997
604,estimates,5yearly,2010,18.622
604,medium_variant,5yearly,2015,15.497
604,medium_variant,5yearly,2020,12.892
604,medium_variant,5yearly,2025,10.926
604,medium_variant,5yearly,2030,9.58
604,medium_variant,5yearly,2035,8.393
604,medium_variant,5yearly,2040,7.372
604,medium_variant,5yearly,2045,6.476
604,medium_variant,5yearly,2050,5.737
604,medium_variant,5yearly,2055,5.079
604,medium_variant,5yearly,2060,4.566
604,medium_variant,5yearly,2065,4.129
604,medium_variant,5yearly,2070,3.763
604,medium_variant,5yearly,2075,3.458
604,medium_variant,5yearly,2080,3.193
604,medium_variant,5yearly,2085,2.968
604,medium_variant,5yearly,2090,2.749
604,medium_variant,5yearly,2095,2.554
