country,variant,freq,year,infantmortalityper1000livebirth
328,estimates,5yearly,1950,72.235
328,estimates,5yearly,1955,66.808
328,estimates,5yearly,1960,62.044
328,estimates,5yearly,1965,57.394
328,estimates,5yearly,1970,55.968
328,estimates,5yearly,1975,54.435
328,estimates,5yearly,1980,52.502
328,estimates,5yearly,1985,49.866
328,estimates,5yearly,1990,44.924
328,estimates,5yearly,1995,40.472
328,estimates,5yearly,2000,36.545
328,estimates,5yearly,2005,34.396
328,estimates,5yearly,2010,33.211
328,medium_variant,5yearly,2015,30.748
328,medium_variant,5yearly,2020,28.37
328,medium_variant,5yearly,2025,26.297
328,medium_variant,5yearly,2030,24.293
328,medium_variant,5yearly,2035,22.599
328,medium_variant,5yearly,2040,20.902
328,medium_variant,5yearly,2045,19.43
328,medium_variant,5yearly,2050,18.077
328,medium_variant,5yearly,2055,16.769
328,medium_variant,5yearly,2060,15.52
328,medium_variant,5yearly,2065,14.307
328,medium_variant,5yearly,2070,13.204
328,medium_variant,5yearly,2075,12.458
328,medium_variant,5yearly,2080,11.705
328,medium_variant,5yearly,2085,10.975
328,medium_variant,5yearly,2090,10.28
328,medium_variant,5yearly,2095,9.63
