country,variant,freq,year,infantmortalityper1000livebirth
192,estimates,5yearly,1950,80.615
192,estimates,5yearly,1955,69.863
192,estimates,5yearly,1960,59.399
192,estimates,5yearly,1965,49.652
192,estimates,5yearly,1970,38.465
192,estimates,5yearly,1975,22.335
192,estimates,5yearly,1980,17.646
192,estimates,5yearly,1985,13.005
192,estimates,5yearly,1990,9.94
192,estimates,5yearly,1995,7.988
192,estimates,5yearly,2000,6.132
192,estimates,5yearly,2005,5.686
192,estimates,5yearly,2010,5.496
192,medium_variant,5yearly,2015,4.782
192,medium_variant,5yearly,2020,4.233
192,medium_variant,5yearly,2025,3.7
192,medium_variant,5yearly,2030,3.232
192,medium_variant,5yearly,2035,2.862
192,medium_variant,5yearly,2040,2.576
192,medium_variant,5yearly,2045,2.351
192,medium_variant,5yearly,2050,2.126
192,medium_variant,5yearly,2055,1.926
192,medium_variant,5yearly,2060,1.741
192,medium_variant,5yearly,2065,1.561
192,medium_variant,5yearly,2070,1.406
192,medium_variant,5yearly,2075,1.261
192,medium_variant,5yearly,2080,1.141
192,medium_variant,5yearly,2085,1.036
192,medium_variant,5yearly,2090,0.951
192,medium_variant,5yearly,2095,0.856
