country,variant,freq,year,infantmortalityper1000livebirth
31,estimates,5yearly,1950,119.994
31,estimates,5yearly,1955,114.99
31,estimates,5yearly,1960,110.002
31,estimates,5yearly,1965,105.004
31,estimates,5yearly,1970,99.987
31,estimates,5yearly,1975,95.01
31,estimates,5yearly,1980,89.985
31,estimates,5yearly,1985,84.99
31,estimates,5yearly,1990,81.829
31,estimates,5yearly,1995,64.531
31,estimates,5yearly,2000,54.155
31,estimates,5yearly,2005,40.726
31,estimates,5yearly,2010,31.395
31,medium_variant,5yearly,2015,28.281
31,medium_variant,5yearly,2020,25.131
31,medium_variant,5yearly,2025,22.331
31,medium_variant,5yearly,2030,19.813
31,medium_variant,5yearly,2035,17.609
31,medium_variant,5yearly,2040,15.697
31,medium_variant,5yearly,2045,14.036
31,medium_variant,5yearly,2050,12.542
31,medium_variant,5yearly,2055,11.49
31,medium_variant,5yearly,2060,10.552
31,medium_variant,5yearly,2065,9.7
31,medium_variant,5yearly,2070,8.903
31,medium_variant,5yearly,2075,8.196
31,medium_variant,5yearly,2080,7.56
31,medium_variant,5yearly,2085,6.958
31,medium_variant,5yearly,2090,6.422
31,medium_variant,5yearly,2095,5.95
