country,variant,freq,year,infantmortalityper1000livebirth
250,estimates,5yearly,1950,45.618
250,estimates,5yearly,1955,33.584
250,estimates,5yearly,1960,25.421
250,estimates,5yearly,1965,20.718
250,estimates,5yearly,1970,16.258
250,estimates,5yearly,1975,11.82
250,estimates,5yearly,1980,9.479
250,estimates,5yearly,1985,8.009
250,estimates,5yearly,1990,6.801
250,estimates,5yearly,1995,4.744
250,estimates,5yearly,2000,4.273
250,estimates,5yearly,2005,3.681
250,estimates,5yearly,2010,3.371
250,medium_variant,5yearly,2015,2.843
250,medium_variant,5yearly,2020,2.488
250,medium_variant,5yearly,2025,2.208
250,medium_variant,5yearly,2030,1.979
250,medium_variant,5yearly,2035,1.779
250,medium_variant,5yearly,2040,1.609
250,medium_variant,5yearly,2045,1.46
250,medium_variant,5yearly,2050,1.325
250,medium_variant,5yearly,2055,1.21
250,medium_variant,5yearly,2060,1.105
250,medium_variant,5yearly,2065,1.01
250,medium_variant,5yearly,2070,0.93
250,medium_variant,5yearly,2075,0.85
250,medium_variant,5yearly,2080,0.77
250,medium_variant,5yearly,2085,0.71
250,medium_variant,5yearly,2090,0.645
250,medium_variant,5yearly,2095,0.595
