country,variant,freq,year,infantmortalityper1000livebirth
704,estimates,5yearly,1950,103.584
704,estimates,5yearly,1955,81.453
704,estimates,5yearly,1960,66.698
704,estimates,5yearly,1965,56.794
704,estimates,5yearly,1970,54.209
704,estimates,5yearly,1975,45.597
704,estimates,5yearly,1980,41.154
704,estimates,5yearly,1985,37.12
704,estimates,5yearly,1990,33.749
704,estimates,5yearly,1995,29.011
704,estimates,5yearly,2000,25.272
704,estimates,5yearly,2005,22.175
704,estimates,5yearly,2010,19.314
704,medium_variant,5yearly,2015,16.569
704,medium_variant,5yearly,2020,14.611
704,medium_variant,5yearly,2025,13.059
704,medium_variant,5yearly,2030,11.736
704,medium_variant,5yearly,2035,10.553
704,medium_variant,5yearly,2040,9.546
704,medium_variant,5yearly,2045,8.694
704,medium_variant,5yearly,2050,7.932
704,medium_variant,5yearly,2055,7.236
704,medium_variant,5yearly,2060,6.62
704,medium_variant,5yearly,2065,6.058
704,medium_variant,5yearly,2070,5.532
704,medium_variant,5yearly,2075,5.066
704,medium_variant,5yearly,2080,4.63
704,medium_variant,5yearly,2085,4.254
704,medium_variant,5yearly,2090,3.914
704,medium_variant,5yearly,2095,3.593
