country,variant,freq,year,infantmortalityper1000livebirth
516,estimates,5yearly,1950,171.608
516,estimates,5yearly,1955,148.95
516,estimates,5yearly,1960,130.396
516,estimates,5yearly,1965,114.99
516,estimates,5yearly,1970,101.384
516,estimates,5yearly,1975,86.058
516,estimates,5yearly,1980,77.995
516,estimates,5yearly,1985,67.889
516,estimates,5yearly,1990,60.84
516,estimates,5yearly,1995,60.258
516,estimates,5yearly,2000,59.416
516,estimates,5yearly,2005,46.567
516,estimates,5yearly,2010,36.393
516,medium_variant,5yearly,2015,30.7
516,medium_variant,5yearly,2020,26.363
516,medium_variant,5yearly,2025,23.041
516,medium_variant,5yearly,2030,20.749
516,medium_variant,5yearly,2035,19.035
516,medium_variant,5yearly,2040,17.447
516,medium_variant,5yearly,2045,15.919
516,medium_variant,5yearly,2050,14.281
516,medium_variant,5yearly,2055,12.663
516,medium_variant,5yearly,2060,11.312
516,medium_variant,5yearly,2065,10.586
516,medium_variant,5yearly,2070,9.944
516,medium_variant,5yearly,2075,9.328
516,medium_variant,5yearly,2080,8.746
516,medium_variant,5yearly,2085,8.19
516,medium_variant,5yearly,2090,7.654
516,medium_variant,5yearly,2095,7.137
