country,variant,freq,year,infantmortalityper1000livebirth
158,estimates,5yearly,1950,78.921
158,estimates,5yearly,1955,57.316
158,estimates,5yearly,1960,48.079
158,estimates,5yearly,1965,40.353
158,estimates,5yearly,1970,14.542
158,estimates,5yearly,1975,11.141
158,estimates,5yearly,1980,8.453
158,estimates,5yearly,1985,5.928
158,estimates,5yearly,1990,5.395
158,estimates,5yearly,1995,6.795
158,estimates,5yearly,2000,6.054
158,estimates,5yearly,2005,5.163
158,estimates,5yearly,2010,4.235
158,medium_variant,5yearly,2015,3.713
158,medium_variant,5yearly,2020,3.366
158,medium_variant,5yearly,2025,3.08
158,medium_variant,5yearly,2030,2.859
158,medium_variant,5yearly,2035,2.659
158,medium_variant,5yearly,2040,2.479
158,medium_variant,5yearly,2045,2.309
158,medium_variant,5yearly,2050,2.154
158,medium_variant,5yearly,2055,2.018
158,medium_variant,5yearly,2060,1.888
158,medium_variant,5yearly,2065,1.768
158,medium_variant,5yearly,2070,1.663
158,medium_variant,5yearly,2075,1.578
158,medium_variant,5yearly,2080,1.498
158,medium_variant,5yearly,2085,1.422
158,medium_variant,5yearly,2090,1.352
158,medium_variant,5yearly,2095,1.293
158,estimates,5yearly,Regi,"China, Taiwan Province of China"
158,medium_variant,5yearly,Regi,"China, Taiwan Province of China"
