country,variant,freq,year,infantmortalityper1000livebirth
818,estimates,5yearly,1950,248.697
818,estimates,5yearly,1955,204.621
818,estimates,5yearly,1960,184.065
818,estimates,5yearly,1965,170.173
818,estimates,5yearly,1970,165.432
818,estimates,5yearly,1975,133.166
818,estimates,5yearly,1980,106.863
818,estimates,5yearly,1985,74.298
818,estimates,5yearly,1990,59.554
818,estimates,5yearly,1995,36.682
818,estimates,5yearly,2000,29.353
818,estimates,5yearly,2005,23.464
818,estimates,5yearly,2010,18.919
818,medium_variant,5yearly,2015,15.602
818,medium_variant,5yearly,2020,13.489
818,medium_variant,5yearly,2025,11.944
818,medium_variant,5yearly,2030,10.655
818,medium_variant,5yearly,2035,9.559
818,medium_variant,5yearly,2040,8.641
818,medium_variant,5yearly,2045,7.862
818,medium_variant,5yearly,2050,7.178
818,medium_variant,5yearly,2055,6.805
818,medium_variant,5yearly,2060,6.446
818,medium_variant,5yearly,2065,6.184
818,medium_variant,5yearly,2070,6.044
818,medium_variant,5yearly,2075,5.924
818,medium_variant,5yearly,2080,5.823
818,medium_variant,5yearly,2085,5.773
818,medium_variant,5yearly,2090,5.738
818,medium_variant,5yearly,2095,6.154
