continent,variant,year,medianageofpopulation
904,estimates,1950,19.9055403538023
904,estimates,1955,19.4451426801343
904,estimates,1960,18.9587275835284
904,estimates,1965,18.5484391940538
904,estimates,1970,18.5973167834134
904,estimates,1975,19.0807931308434
904,estimates,1980,19.7163786744787
904,estimates,1985,20.6234626551142
904,estimates,1990,21.6936315947762
904,estimates,1995,22.8609318136733
904,estimates,2000,24.1638469055332
904,estimates,2005,25.6989235257106
904,estimates,2010,27.4223737889535
904,constant_fertility,2015,29.1523879677306
904,constant_mortality,2015,29.1523879677306
904,estimates,2015,29.1523879677306
904,high_variant,2015,29.1523879677306
904,instant_replacement,2015,29.1523879677306
904,low_variant,2015,29.1523879677306
904,medium_variant,2015,29.1523879677306
904,momentum,2015,29.1523879677306
904,no_change,2015,29.1523879677306
904,zero_migration,2015,29.1523879677306
904,constant_fertility,2020,30.7980748445427
904,constant_mortality,2020,30.9089265333387
904,high_variant,2020,30.634899508093
904,instant_replacement,2020,30.8578624931416
904,low_variant,2020,31.2482137680129
904,medium_variant,2020,30.9415575703867
904,momentum,2020,30.7930797684063
904,no_change,2020,30.7658659532772
904,zero_migration,2020,30.9194643359939
904,constant_fertility,2025,32.3565385279709
904,constant_mortality,2025,32.6581771660631
904,high_variant,2025,31.9699543451534
904,instant_replacement,2025,32.4922730766632
904,low_variant,2025,33.5424773778485
904,medium_variant,2025,32.756216025456
904,momentum,2025,32.3240258429723
904,no_change,2025,32.2601868215604
904,zero_migration,2025,32.7129685731082
904,constant_fertility,2030,33.8211703904592
904,constant_mortality,2030,34.3595430149415
904,high_variant,2030,33.1841514514975
904,instant_replacement,2030,34.0474618183374
904,low_variant,2030,35.9586372797484
904,medium_variant,2030,34.5611546828959
904,momentum,2030,33.7369325183107
904,no_change,2030,33.6231364733042
904,zero_migration,2030,34.5011570548596
904,constant_fertility,2035,35.1965803087765
904,constant_mortality,2035,36.0149322512793
904,high_variant,2035,34.3528118179356
904,instant_replacement,2035,35.5401527740073
904,low_variant,2035,38.3688382518205
904,medium_variant,2035,36.3682469235066
904,momentum,2035,35.0330848447501
904,no_change,2035,34.8473193667372
904,zero_migration,2035,36.2930424828358
904,constant_fertility,2040,36.365727348761
904,constant_mortality,2040,37.5227699247486
904,high_variant,2040,35.3460173413593
904,instant_replacement,2040,36.8722241413862
904,low_variant,2040,40.7625509852613
904,medium_variant,2040,38.0811801286703
904,momentum,2040,36.1096509104368
904,no_change,2040,35.8158524624995
904,zero_migration,2040,37.9914831164228
904,constant_fertility,2045,37.2823480992676
904,constant_mortality,2045,38.8620677252409
904,high_variant,2045,36.0596578265119
904,instant_replacement,2045,38.0088626330793
904,low_variant,2045,43.1115408178312
904,medium_variant,2045,39.6834819519729
904,momentum,2045,36.9204525862421
904,no_change,2045,36.4755537674851
904,zero_migration,2045,39.5784955908237
904,constant_fertility,2050,37.9722709659615
904,constant_mortality,2050,40.0147553902364
904,high_variant,2050,36.5400703921082
904,instant_replacement,2050,38.9450933579381
904,low_variant,2050,45.4374875656997
904,medium_variant,2050,41.1327573424514
904,momentum,2050,37.4951937245243
904,no_change,2050,36.8852499574419
904,zero_migration,2050,41.0116159567893
904,constant_fertility,2055,38.5354928791983
904,constant_mortality,2055,41.0664679917849
904,high_variant,2055,37.111872316566
904,instant_replacement,2055,39.7384691925408
904,low_variant,2055,47.7080028893359
904,medium_variant,2055,42.5037144159877
904,momentum,2055,37.916346910657
904,no_change,2055,37.1858256154264
904,zero_migration,2055,42.3623346950764
904,constant_fertility,2060,39.0614053942662
904,constant_mortality,2060,41.9656994925769
904,high_variant,2060,37.7706070516626
904,instant_replacement,2060,40.4746632987466
904,low_variant,2060,49.9315837603239
904,medium_variant,2060,43.7796727568596
904,momentum,2060,38.2561434069524
904,no_change,2060,37.4138811505643
904,zero_migration,2060,43.6142623506089
904,constant_fertility,2065,39.4942412729703
904,constant_mortality,2065,42.6967521408008
904,high_variant,2065,38.4177415744569
904,instant_replacement,2065,41.1460505847409
904,low_variant,2065,52.1225451785282
904,medium_variant,2065,44.9367979968172
904,momentum,2065,38.5198318952251
904,no_change,2065,37.5249828883935
904,zero_migration,2065,44.7473439873865
904,constant_fertility,2070,39.7905673555306
904,constant_mortality,2070,43.2539461470558
904,high_variant,2070,38.9726315282122
904,instant_replacement,2070,41.7177914242727
904,low_variant,2070,54.1294049998263
904,medium_variant,2070,45.9254885279726
904,momentum,2070,38.681768510581
904,no_change,2070,37.501689679285
904,zero_migration,2070,45.7276080147044
904,constant_fertility,2075,39.9449120998116
904,constant_mortality,2075,43.6458641109355
904,high_variant,2075,39.3271750115621
904,instant_replacement,2075,42.1757153699745
904,low_variant,2075,55.7571047656464
904,medium_variant,2075,46.7530656895672
