region,year,variant,freq,agebroad,totaldeaths
922,1950,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1950,estimates,5yearly,0_4,3289.514
922,1950,estimates,5yearly,5_9,205.329
922,1950,estimates,5yearly,10_14,122.838
922,1950,estimates,5yearly,15_19,108.26
922,1950,estimates,5yearly,20_24,137.328
922,1950,estimates,5yearly,25_29,126.598
922,1950,estimates,5yearly,30_34,110.33
922,1950,estimates,5yearly,35_39,116.986
922,1950,estimates,5yearly,40_44,135.761
922,1950,estimates,5yearly,45_49,150.377
922,1950,estimates,5yearly,50_54,171.494
922,1950,estimates,5yearly,55_59,187.615
922,1950,estimates,5yearly,60_64,212.766
922,1950,estimates,5yearly,65_69,239.942
922,1950,estimates,5yearly,70_74,250.945
922,1950,estimates,5yearly,75_79,223.396
922,1950,estimates,5yearly,80_84,144.162
922,1950,estimates,5yearly,85_89,70.844
922,1950,estimates,5yearly,90_94,25.949
922,1950,estimates,5yearly,95plus,6.25
922,1950,estimates,5yearly,0_14,3617.681
922,1950,estimates,5yearly,0_19,3725.941
922,1950,estimates,5yearly,0_24,3863.269
922,1950,estimates,5yearly,5_14,328.167
922,1950,estimates,5yearly,15plus,2419.003
922,1950,estimates,5yearly,15_24,245.588
922,1950,estimates,5yearly,15_49,885.64
922,1950,estimates,5yearly,15_59,1244.749
922,1950,estimates,5yearly,15_64,1457.515
922,1950,estimates,5yearly,20plus,2310.743
922,1950,estimates,5yearly,20_64,1349.255
922,1950,estimates,5yearly,20_69,1589.197
922,1950,estimates,5yearly,25plus,2173.415
922,1950,estimates,5yearly,25_69,1451.869
922,1950,estimates,5yearly,40plus,1819.501
922,1950,estimates,5yearly,50plus,1533.363
922,1950,estimates,5yearly,60plus,1174.254
922,1950,estimates,5yearly,65plus,961.488
922,1950,estimates,5yearly,70plus,721.546
922,1950,estimates,5yearly,80plus,247.205
922,1950,estimates,5yearly,90plus,32.199
922,1955,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1955,estimates,5yearly,0_4,3292.801
922,1955,estimates,5yearly,5_9,223.193
922,1955,estimates,5yearly,10_14,121.075
922,1955,estimates,5yearly,15_19,97.309
922,1955,estimates,5yearly,20_24,129.08
922,1955,estimates,5yearly,25_29,128.833
922,1955,estimates,5yearly,30_34,115.459
922,1955,estimates,5yearly,35_39,107.721
