region,year,variant,freq,agebroad,totaldeaths
1501,1950,estimates,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1950,estimates,5yearly,0_4,47818.035
1501,1950,estimates,5yearly,5_9,3540.726
1501,1950,estimates,5yearly,10_14,2590.124
1501,1950,estimates,5yearly,15_19,2667.325
1501,1950,estimates,5yearly,20_24,3021.248
1501,1950,estimates,5yearly,25_29,3001.953
1501,1950,estimates,5yearly,30_34,2922.25
1501,1950,estimates,5yearly,35_39,2947.109
1501,1950,estimates,5yearly,40_44,3024.586
1501,1950,estimates,5yearly,45_49,3099.797
1501,1950,estimates,5yearly,50_54,3242.515
1501,1950,estimates,5yearly,55_59,3397.792
1501,1950,estimates,5yearly,60_64,3708.37
1501,1950,estimates,5yearly,65_69,3823.399
1501,1950,estimates,5yearly,70_74,3663.92
1501,1950,estimates,5yearly,75_79,3245.717
1501,1950,estimates,5yearly,80_84,2159.741
1501,1950,estimates,5yearly,85_89,1028.346
1501,1950,estimates,5yearly,90_94,352.423
1501,1950,estimates,5yearly,95plus,91.616
1501,1950,estimates,5yearly,0_14,53948.885
1501,1950,estimates,5yearly,0_19,56616.21
1501,1950,estimates,5yearly,0_24,59637.458
1501,1950,estimates,5yearly,5_14,6130.85
1501,1950,estimates,5yearly,15plus,45398.107
1501,1950,estimates,5yearly,15_24,5688.573
1501,1950,estimates,5yearly,15_49,20684.268
1501,1950,estimates,5yearly,15_59,27324.575
1501,1950,estimates,5yearly,15_64,31032.945
1501,1950,estimates,5yearly,20plus,42730.782
1501,1950,estimates,5yearly,20_64,28365.62
1501,1950,estimates,5yearly,20_69,32189.019
1501,1950,estimates,5yearly,25plus,39709.534
1501,1950,estimates,5yearly,25_69,29167.771
1501,1950,estimates,5yearly,40plus,30838.222
1501,1950,estimates,5yearly,50plus,24713.839
1501,1950,estimates,5yearly,60plus,18073.532
1501,1950,estimates,5yearly,65plus,14365.162
1501,1950,estimates,5yearly,70plus,10541.763
1501,1950,estimates,5yearly,80plus,3632.126
1501,1950,estimates,5yearly,90plus,444.039
1501,1955,estimates,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1955,estimates,5yearly,0_4,47342.054
1501,1955,estimates,5yearly,5_9,3545.086
1501,1955,estimates,5yearly,10_14,2394.035
1501,1955,estimates,5yearly,15_19,2390.717
1501,1955,estimates,5yearly,20_24,2751.667
1501,1955,estimates,5yearly,25_29,2783.626
1501,1955,estimates,5yearly,30_34,2758.816
1501,1955,estimates,5yearly,35_39,2785.777
1501,1955,estimates,5yearly,40_44,2874.229
1501,1955,estimates,5yearly,45_49,3055.135
1501,1955,estimates,5yearly,50_54,3209.034
1501,1955,estimates,5yearly,55_59,3461.829
1501,1955,estimates,5yearly,60_64,3717.07
1501,1955,estimates,5yearly,65_69,3908.135
1501,1955,estimates,5yearly,70_74,3712.619
1501,1955,estimates,5yearly,75_79,3044.492
1501,1955,estimates,5yearly,80_84,2132.8
1501,1955,estimates,5yearly,85_89,1036.041
1501,1955,estimates,5yearly,90_94,333.348
1501,1955,estimates,5yearly,95plus,81.754
1501,1955,estimates,5yearly,0_14,53281.175
1501,1955,estimates,5yearly,0_19,55671.892
1501,1955,estimates,5yearly,0_24,58423.559
1501,1955,estimates,5yearly,5_14,5939.121
1501,1955,estimates,5yearly,15plus,44037.089
1501,1955,estimates,5yearly,15_24,5142.384
1501,1955,estimates,5yearly,15_49,19399.967
1501,1955,estimates,5yearly,15_59,26070.83
1501,1955,estimates,5yearly,15_64,29787.9
1501,1955,estimates,5yearly,20plus,41646.372
1501,1955,estimates,5yearly,20_64,27397.183
1501,1955,estimates,5yearly,20_69,31305.318
1501,1955,estimates,5yearly,25plus,38894.705
1501,1955,estimates,5yearly,25_69,28553.651
1501,1955,estimates,5yearly,40plus,30566.486
1501,1955,estimates,5yearly,50plus,24637.122
1501,1955,estimates,5yearly,60plus,17966.259
1501,1955,estimates,5yearly,65plus,14249.189
1501,1955,estimates,5yearly,70plus,10341.054
1501,1955,estimates,5yearly,80plus,3583.943
1501,1955,estimates,5yearly,90plus,415.102
1501,1960,estimates,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1960,estimates,5yearly,0_4,46727.554
1501,1960,estimates,5yearly,5_9,3657.721
1501,1960,estimates,5yearly,10_14,2425.269
1501,1960,estimates,5yearly,15_19,2117.089
1501,1960,estimates,5yearly,20_24,2374.952
1501,1960,estimates,5yearly,25_29,2488.874
1501,1960,estimates,5yearly,30_34,2557.002
1501,1960,estimates,5yearly,35_39,2646.909
1501,1960,estimates,5yearly,40_44,2749.838
1501,1960,estimates,5yearly,45_49,2948.02
1501,1960,estimates,5yearly,50_54,3209.592
1501,1960,estimates,5yearly,55_59,3509.932
1501,1960,estimates,5yearly,60_64,3928.692
1501,1960,estimates,5yearly,65_69,4088.25
1501,1960,estimates,5yearly,70_74,3918.381
1501,1960,estimates,5yearly,75_79,3230.784
1501,1960,estimates,5yearly,80_84,2087.319
1501,1960,estimates,5yearly,85_89,1057.4
1501,1960,estimates,5yearly,90_94,358.486
1501,1960,estimates,5yearly,95plus,81.897
1501,1960,estimates,5yearly,0_14,52810.544
1501,1960,estimates,5yearly,0_19,54927.633
1501,1960,estimates,5yearly,0_24,57302.585
1501,1960,estimates,5yearly,5_14,6082.99
1501,1960,estimates,5yearly,15plus,43353.417
1501,1960,estimates,5yearly,15_24,4492.041
1501,1960,estimates,5yearly,15_49,17882.684
1501,1960,estimates,5yearly,15_59,24602.208
1501,1960,estimates,5yearly,15_64,28530.9
1501,1960,estimates,5yearly,20plus,41236.328
1501,1960,estimates,5yearly,20_64,26413.811
1501,1960,estimates,5yearly,20_69,30502.061
1501,1960,estimates,5yearly,25plus,38861.376
1501,1960,estimates,5yearly,25_69,28127.109
1501,1960,estimates,5yearly,40plus,31168.591
1501,1960,estimates,5yearly,50plus,25470.733
1501,1960,estimates,5yearly,60plus,18751.209
1501,1960,estimates,5yearly,65plus,14822.517
1501,1960,estimates,5yearly,70plus,10734.267
1501,1960,estimates,5yearly,80plus,3585.102
1501,1960,estimates,5yearly,90plus,440.383
1501,1965,estimates,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1965,estimates,5yearly,0_4,45990.391
1501,1965,estimates,5yearly,5_9,3577.075
1501,1965,estimates,5yearly,10_14,2377.468
1501,1965,estimates,5yearly,15_19,2017.663
1501,1965,estimates,5yearly,20_24,2110.064
1501,1965,estimates,5yearly,25_29,2180.926
1501,1965,estimates,5yearly,30_34,2291.039
1501,1965,estimates,5yearly,35_39,2418.507
1501,1965,estimates,5yearly,40_44,2575.457
