region,year,variant,freq,agebroad,totaldeaths
931,1950,estimates,5yearly,"Region, subregion, country or area *",South America
931,1950,estimates,5yearly,0_4,4471.637
931,1950,estimates,5yearly,5_9,246.736
931,1950,estimates,5yearly,10_14,150.971
931,1950,estimates,5yearly,15_19,171.136
931,1950,estimates,5yearly,20_24,216.098
931,1950,estimates,5yearly,25_29,232.823
931,1950,estimates,5yearly,30_34,229.981
931,1950,estimates,5yearly,35_39,236.958
931,1950,estimates,5yearly,40_44,255.21
931,1950,estimates,5yearly,45_49,277.273
931,1950,estimates,5yearly,50_54,312.642
931,1950,estimates,5yearly,55_59,354.471
931,1950,estimates,5yearly,60_64,390.579
931,1950,estimates,5yearly,65_69,415.191
931,1950,estimates,5yearly,70_74,409.878
931,1950,estimates,5yearly,75_79,367.076
931,1950,estimates,5yearly,80_84,239.282
931,1950,estimates,5yearly,85_89,117.259
931,1950,estimates,5yearly,90_94,62.564
931,1950,estimates,5yearly,95plus,44.861
931,1950,estimates,5yearly,0_14,4869.344
931,1950,estimates,5yearly,0_19,5040.48
931,1950,estimates,5yearly,0_24,5256.578
931,1950,estimates,5yearly,5_14,397.707
931,1950,estimates,5yearly,15plus,4333.282
931,1950,estimates,5yearly,15_24,387.234
931,1950,estimates,5yearly,15_49,1619.479
931,1950,estimates,5yearly,15_59,2286.592
931,1950,estimates,5yearly,15_64,2677.171
931,1950,estimates,5yearly,20plus,4162.146
931,1950,estimates,5yearly,20_64,2506.035
931,1950,estimates,5yearly,20_69,2921.226
931,1950,estimates,5yearly,25plus,3946.048
931,1950,estimates,5yearly,25_69,2705.128
931,1950,estimates,5yearly,40plus,3246.286
931,1950,estimates,5yearly,50plus,2713.803
931,1950,estimates,5yearly,60plus,2046.69
931,1950,estimates,5yearly,65plus,1656.111
931,1950,estimates,5yearly,70plus,1240.92
931,1950,estimates,5yearly,80plus,463.966
931,1950,estimates,5yearly,90plus,107.425
931,1955,estimates,5yearly,"Region, subregion, country or area *",South America
931,1955,estimates,5yearly,0_4,4544.617
931,1955,estimates,5yearly,5_9,253.871
931,1955,estimates,5yearly,10_14,148.434
931,1955,estimates,5yearly,15_19,164.072
931,1955,estimates,5yearly,20_24,206.76
931,1955,estimates,5yearly,25_29,227.267
