variant,country,year,populationgrowthrate
estimates,84,1950,3.314
estimates,84,1951,3.168
estimates,84,1952,2.943
estimates,84,1953,2.82
estimates,84,1954,2.774
estimates,84,1955,2.787
estimates,84,1956,2.823
estimates,84,1957,2.848
estimates,84,1958,2.863
estimates,84,1959,2.854
estimates,84,1960,2.831
estimates,84,1961,2.809
estimates,84,1962,2.803
estimates,84,1963,2.837
estimates,84,1964,2.888
estimates,84,1965,2.956
estimates,84,1966,3.005
estimates,84,1967,2.979
estimates,84,1968,2.833
estimates,84,1969,2.57
estimates,84,1970,2.267
estimates,84,1971,1.993
estimates,84,1972,1.772
estimates,84,1973,1.609
estimates,84,1974,1.511
estimates,84,1975,1.441
estimates,84,1976,1.38
estimates,84,1977,1.393
estimates,84,1978,1.551
estimates,84,1979,1.833
estimates,84,1980,2.168
estimates,84,1981,2.485
estimates,84,1982,2.722
estimates,84,1983,2.838
estimates,84,1984,2.838
estimates,84,1985,2.796
estimates,84,1986,2.771
estimates,84,1987,2.714
estimates,84,1988,2.558
estimates,84,1989,2.326
estimates,84,1990,2.044
estimates,84,1991,1.772
estimates,84,1992,1.67
estimates,84,1993,1.858
estimates,84,1994,2.311
estimates,84,1995,2.89
estimates,84,1996,3.418
estimates,84,1997,3.743
estimates,84,1998,3.784
estimates,84,1999,3.567
estimates,84,2000,3.231
estimates,84,2001,2.923
estimates,84,2002,2.7
estimates,84,2003,2.58
estimates,84,2004,2.562
estimates,84,2005,2.587
estimates,84,2006,2.602
estimates,84,2007,2.584
estimates,84,2008,2.535
estimates,84,2009,2.46
estimates,84,2010,2.374
estimates,84,2011,2.293
estimates,84,2012,2.226
estimates,84,2013,2.178
estimates,84,2014,2.148
estimates,84,2015,2.124
medium_variant,84,2015,2.124
medium_variant,84,2016,2.098
medium_variant,84,2017,2.067
medium_variant,84,2018,2.033
medium_variant,84,2019,1.994
medium_variant,84,2020,1.952
medium_variant,84,2021,1.91
medium_variant,84,2022,1.868
medium_variant,84,2023,1.821
medium_variant,84,2024,1.771
medium_variant,84,2025,1.721
medium_variant,84,2026,1.67
medium_variant,84,2027,1.619
medium_variant,84,2028,1.573
medium_variant,84,2029,1.528
medium_variant,84,2030,1.484
medium_variant,84,2031,1.443
medium_variant,84,2032,1.402
medium_variant,84,2033,1.361
medium_variant,84,2034,1.32
medium_variant,84,2035,1.281
medium_variant,84,2036,1.244
medium_variant,84,2037,1.208
medium_variant,84,2038,1.173
medium_variant,84,2039,1.141
medium_variant,84,2040,1.11
medium_variant,84,2041,1.08
medium_variant,84,2042,1.051
medium_variant,84,2043,1.022
medium_variant,84,2044,0.995
medium_variant,84,2045,0.97
medium_variant,84,2046,0.944
medium_variant,84,2047,0.918
medium_variant,84,2048,0.892
medium_variant,84,2049,0.864
medium_variant,84,2050,0.836
medium_variant,84,2051,0.809
medium_variant,84,2052,0.781
medium_variant,84,2053,0.754
medium_variant,84,2054,0.727
medium_variant,84,2055,0.701
medium_variant,84,2056,0.675
medium_variant,84,2057,0.648
medium_variant,84,2058,0.622
medium_variant,84,2059,0.596
medium_variant,84,2060,0.569
medium_variant,84,2061,0.543
medium_variant,84,2062,0.517
medium_variant,84,2063,0.492
medium_variant,84,2064,0.469
medium_variant,84,2065,0.446
medium_variant,84,2066,0.423
medium_variant,84,2067,0.4
medium_variant,84,2068,0.378
medium_variant,84,2069,0.357
medium_variant,84,2070,0.335
medium_variant,84,2071,0.315
medium_variant,84,2072,0.296
medium_variant,84,2073,0.276
medium_variant,84,2074,0.257
medium_variant,84,2075,0.239
medium_variant,84,2076,0.222
medium_variant,84,2077,0.205
medium_variant,84,2078,0.189
medium_variant,84,2079,0.174
medium_variant,84,2080,0.161
medium_variant,84,2081,0.147
medium_variant,84,2082,0.133
medium_variant,84,2083,0.121
medium_variant,84,2084,0.109
medium_variant,84,2085,0.097
medium_variant,84,2086,0.086
medium_variant,84,2087,0.076
medium_variant,84,2088,0.065
medium_variant,84,2089,0.056
medium_variant,84,2090,0.047
medium_variant,84,2091,0.038
medium_variant,84,2092,0.029
medium_variant,84,2093,0.021
medium_variant,84,2094,0.012
medium_variant,84,2095,0.004
medium_variant,84,2096,-0.003
medium_variant,84,2097,-0.011
medium_variant,84,2098,-0.019
medium_variant,84,2099,-0.026
