variant,country,year,populationgrowthrate
estimates,8,1950,1.907
estimates,8,1951,2.052
estimates,8,1952,2.3
estimates,8,1953,2.475
estimates,8,1954,2.597
estimates,8,1955,2.682
estimates,8,1956,2.746
estimates,8,1957,2.803
estimates,8,1958,2.861
estimates,8,1959,2.921
estimates,8,1960,2.976
estimates,8,1961,3.012
estimates,8,1962,3.011
estimates,8,1963,2.959
estimates,8,1964,2.865
estimates,8,1965,2.749
estimates,8,1966,2.634
estimates,8,1967,2.537
estimates,8,1968,2.464
estimates,8,1969,2.416
estimates,8,1970,2.38
estimates,8,1971,2.345
estimates,8,1972,2.307
estimates,8,1973,2.269
estimates,8,1974,2.231
estimates,8,1975,2.196
estimates,8,1976,2.164
estimates,8,1977,2.135
estimates,8,1978,2.108
estimates,8,1979,2.083
estimates,8,1980,2.034
estimates,8,1981,1.958
estimates,8,1982,1.924
estimates,8,1983,1.991
estimates,8,1984,2.138
estimates,8,1985,2.346
estimates,8,1986,2.539
estimates,8,1987,2.502
estimates,8,1988,2.076
estimates,8,1989,1.303
estimates,8,1990,0.334
estimates,8,1991,-0.627
estimates,8,1992,-1.328
estimates,8,1993,-1.567
estimates,8,1994,-1.316
estimates,8,1995,-0.776
estimates,8,1996,-0.221
estimates,8,1997,0.186
estimates,8,1998,0.363
estimates,8,1999,0.293
estimates,8,2000,0.11
estimates,8,2001,-0.047
estimates,8,2002,-0.183
estimates,8,2003,-0.342
estimates,8,2004,-0.514
estimates,8,2005,-0.706
estimates,8,2006,-0.906
estimates,8,2007,-1.037
estimates,8,2008,-1.024
estimates,8,2009,-0.862
estimates,8,2010,-0.611
estimates,8,2011,-0.35
estimates,8,2012,-0.131
estimates,8,2013,0.013
estimates,8,2014,0.075
estimates,8,2015,0.095
medium_variant,8,2015,0.095
medium_variant,8,2016,0.117
medium_variant,8,2017,0.137
medium_variant,8,2018,0.14
medium_variant,8,2019,0.131
medium_variant,8,2020,0.108
medium_variant,8,2021,0.077
medium_variant,8,2022,0.043
medium_variant,8,2023,0.015
medium_variant,8,2024,-0.006
medium_variant,8,2025,-0.025
medium_variant,8,2026,-0.048
medium_variant,8,2027,-0.075
medium_variant,8,2028,-0.105
medium_variant,8,2029,-0.138
medium_variant,8,2030,-0.172
medium_variant,8,2031,-0.207
medium_variant,8,2032,-0.242
medium_variant,8,2033,-0.278
medium_variant,8,2034,-0.314
medium_variant,8,2035,-0.351
medium_variant,8,2036,-0.387
medium_variant,8,2037,-0.421
medium_variant,8,2038,-0.454
medium_variant,8,2039,-0.483
medium_variant,8,2040,-0.51
medium_variant,8,2041,-0.537
medium_variant,8,2042,-0.562
medium_variant,8,2043,-0.584
medium_variant,8,2044,-0.605
medium_variant,8,2045,-0.624
medium_variant,8,2046,-0.641
medium_variant,8,2047,-0.657
medium_variant,8,2048,-0.671
medium_variant,8,2049,-0.682
medium_variant,8,2050,-0.692
medium_variant,8,2051,-0.701
medium_variant,8,2052,-0.71
medium_variant,8,2053,-0.719
medium_variant,8,2054,-0.729
medium_variant,8,2055,-0.739
medium_variant,8,2056,-0.749
medium_variant,8,2057,-0.759
medium_variant,8,2058,-0.77
medium_variant,8,2059,-0.781
medium_variant,8,2060,-0.793
medium_variant,8,2061,-0.806
medium_variant,8,2062,-0.819
medium_variant,8,2063,-0.833
medium_variant,8,2064,-0.848
medium_variant,8,2065,-0.864
medium_variant,8,2066,-0.881
medium_variant,8,2067,-0.897
medium_variant,8,2068,-0.914
medium_variant,8,2069,-0.931
medium_variant,8,2070,-0.948
medium_variant,8,2071,-0.966
medium_variant,8,2072,-0.982
medium_variant,8,2073,-0.996
medium_variant,8,2074,-1.01
medium_variant,8,2075,-1.022
medium_variant,8,2076,-1.033
medium_variant,8,2077,-1.044
medium_variant,8,2078,-1.054
medium_variant,8,2079,-1.063
medium_variant,8,2080,-1.071
medium_variant,8,2081,-1.078
medium_variant,8,2082,-1.084
medium_variant,8,2083,-1.089
medium_variant,8,2084,-1.093
medium_variant,8,2085,-1.095
medium_variant,8,2086,-1.096
medium_variant,8,2087,-1.096
medium_variant,8,2088,-1.094
medium_variant,8,2089,-1.091
medium_variant,8,2090,-1.086
medium_variant,8,2091,-1.08
medium_variant,8,2092,-1.072
medium_variant,8,2093,-1.062
medium_variant,8,2094,-1.051
medium_variant,8,2095,-1.038
medium_variant,8,2096,-1.024
medium_variant,8,2097,-1.007
medium_variant,8,2098,-0.988
medium_variant,8,2099,-0.968
