country,variant,freq,year,noofbirth
96,estimates,5yearly,1950,13.67
96,estimates,5yearly,1955,17.126
96,estimates,5yearly,1960,19.621
96,estimates,5yearly,1965,21.476
96,estimates,5yearly,1970,26.678
96,estimates,5yearly,1975,29.714
96,estimates,5yearly,1980,32.117
96,estimates,5yearly,1985,36.175
96,estimates,5yearly,1990,39.36
96,estimates,5yearly,1995,37.797
96,estimates,5yearly,2000,33.464
96,estimates,5yearly,2005,31.314
96,estimates,5yearly,2010,33.646
96,constant_fertility,5yearly,2015,33.986
96,constant_mortality,5yearly,2015,33.131
96,high_variant,5yearly,2015,37.617
96,instant_replacement,5yearly,2015,37.394
96,low_variant,5yearly,2015,28.652
96,medium_variant,5yearly,2015,33.133
96,momentum,5yearly,2015,37.328
96,no_change,5yearly,2015,33.984
96,zero_migration,5yearly,2015,33.015
96,constant_fertility,5yearly,2020,33.537
96,constant_mortality,5yearly,2020,31.894
96,high_variant,5yearly,2020,38.988
96,instant_replacement,5yearly,2020,36.89
96,low_variant,5yearly,2020,24.822
96,medium_variant,5yearly,2020,31.904
96,momentum,5yearly,2020,36.582
96,no_change,5yearly,2020,33.525
96,zero_migration,5yearly,2020,31.545
96,constant_fertility,5yearly,2025,32.714
96,constant_mortality,5yearly,2025,30.473
96,high_variant,5yearly,2025,39.137
96,instant_replacement,5yearly,2025,35.969
96,low_variant,5yearly,2025,21.852
96,medium_variant,5yearly,2025,30.494
96,momentum,5yearly,2025,35.41
96,no_change,5yearly,2025,32.691
96,zero_migration,5yearly,2025,29.913
96,constant_fertility,5yearly,2030,31.869
96,constant_mortality,5yearly,2030,29.206
96,high_variant,5yearly,2030,37.685
96,instant_replacement,5yearly,2030,34.985
96,low_variant,5yearly,2030,20.814
96,medium_variant,5yearly,2030,29.242
96,momentum,5yearly,2030,34.234
96,no_change,5yearly,2030,31.833
96,zero_migration,5yearly,2030,28.497
96,constant_fertility,5yearly,2035,31.401
96,constant_mortality,5yearly,2035,28.292
96,high_variant,5yearly,2035,36.931
96,instant_replacement,5yearly,2035,34.494
96,low_variant,5yearly,2035,19.913
96,medium_variant,5yearly,2035,28.34
96,momentum,5yearly,2035,33.621
96,no_change,5yearly,2035,31.344
96,zero_migration,5yearly,2035,27.496
96,constant_fertility,5yearly,2040,31.396
96,constant_mortality,5yearly,2040,27.942
96,high_variant,5yearly,2040,37.773
96,instant_replacement,5yearly,2040,35.232
96,low_variant,5yearly,2040,18.97
96,medium_variant,5yearly,2040,28.013
96,momentum,5yearly,2040,34.246
96,no_change,5yearly,2040,31.311
96,zero_migration,5yearly,2040,27.078
96,constant_fertility,5yearly,2045,31.511
96,constant_mortality,5yearly,2045,27.74
96,high_variant,5yearly,2045,39.886
96,instant_replacement,5yearly,2045,36.649
96,low_variant,5yearly,2045,17.572
96,medium_variant,5yearly,2045,27.845
96,momentum,5yearly,2045,35.502
96,no_change,5yearly,2045,31.389
96,zero_migration,5yearly,2045,26.773
96,constant_fertility,5yearly,2050,31.371
96,constant_mortality,5yearly,2050,27.116
96,high_variant,5yearly,2050,41.662
96,instant_replacement,5yearly,2050,37.371
96,low_variant,5yearly,2050,15.763
96,medium_variant,5yearly,2050,27.254
96,momentum,5yearly,2050,36.014
96,no_change,5yearly,2050,31.208
96,zero_migration,5yearly,2050,26.014
96,constant_fertility,5yearly,2055,30.922
96,constant_mortality,5yearly,2055,26.237
96,high_variant,5yearly,2055,42.284
96,instant_replacement,5yearly,2055,37.068
96,low_variant,5yearly,2055,14.23
96,medium_variant,5yearly,2055,26.403
96,momentum,5yearly,2055,35.5
96,no_change,5yearly,2055,30.723
96,zero_migration,5yearly,2055,25.007
96,constant_fertility,5yearly,2060,30.387
96,constant_mortality,5yearly,2060,25.347
96,high_variant,5yearly,2060,41.994
96,instant_replacement,5yearly,2060,36.422
96,low_variant,5yearly,2060,13.213
96,medium_variant,5yearly,2060,25.541
96,momentum,5yearly,2060,34.683
96,no_change,5yearly,2060,30.156
96,zero_migration,5yearly,2060,24.028
96,constant_fertility,5yearly,2065,29.99
96,constant_mortality,5yearly,2065,24.702
96,high_variant,5yearly,2065,41.841
96,instant_replacement,5yearly,2065,36.122
96,low_variant,5yearly,2065,12.564
96,medium_variant,5yearly,2065,24.923
96,momentum,5yearly,2065,34.26
96,no_change,5yearly,2065,29.722
96,zero_migration,5yearly,2065,23.331
96,constant_fertility,5yearly,2070,29.773
96,constant_mortality,5yearly,2070,24.295
96,high_variant,5yearly,2070,42.546
96,instant_replacement,5yearly,2070,36.447
96,low_variant,5yearly,2070,11.955
96,medium_variant,5yearly,2070,24.542
96,momentum,5yearly,2070,34.488
96,no_change,5yearly,2070,29.463
96,zero_migration,5yearly,2070,22.887
96,constant_fertility,5yearly,2075,29.625
96,constant_mortality,5yearly,2075,23.993
96,high_variant,5yearly,2075,44.076
96,instant_replacement,5yearly,2075,37.152
96,low_variant,5yearly,2075,11.218
96,medium_variant,5yearly,2075,24.276
96,momentum,5yearly,2075,35.084
96,no_change,5yearly,2075,29.273
96,zero_migration,5yearly,2075,22.546
96,constant_fertility,5yearly,2080,29.41
96,constant_mortality,5yearly,2080,23.562
96,high_variant,5yearly,2080,45.637
96,instant_replacement,5yearly,2080,37.674
96,low_variant,5yearly,2080,10.344
96,medium_variant,5yearly,2080,23.88
96,momentum,5yearly,2080,35.474
96,no_change,5yearly,2080,29.011
96,zero_migration,5yearly,2080,22.067
96,constant_fertility,5yearly,2085,29.076
96,constant_mortality,5yearly,2085,22.998
96,high_variant,5yearly,2085,46.644
96,instant_replacement,5yearly,2085,37.693
96,low_variant,5yearly,2085,9.51
