country,variant,freq,year,noofbirth
583,estimates,5yearly,1950,8.373
583,estimates,5yearly,1955,9.224
583,estimates,5yearly,1960,10.342
583,estimates,5yearly,1965,11.928
583,estimates,5yearly,1970,12.439
583,estimates,5yearly,1975,13.005
583,estimates,5yearly,1980,15.58
583,estimates,5yearly,1985,16.156
583,estimates,5yearly,1990,16.729
583,estimates,5yearly,1995,16.872
583,estimates,5yearly,2000,15.014
583,estimates,5yearly,2005,12.86
583,estimates,5yearly,2010,12.255
583,constant_fertility,5yearly,2015,13.741
583,constant_mortality,5yearly,2015,12.642
583,high_variant,5yearly,2015,13.673
583,instant_replacement,5yearly,2015,9.011
583,low_variant,5yearly,2015,11.618
583,medium_variant,5yearly,2015,12.648
583,momentum,5yearly,2015,9.562
583,no_change,5yearly,2015,13.735
583,zero_migration,5yearly,2015,13.34
583,constant_fertility,5yearly,2020,15.096
583,constant_mortality,5yearly,2020,12.976
583,high_variant,5yearly,2020,14.807
583,instant_replacement,5yearly,2020,9.828
583,low_variant,5yearly,2020,11.182
583,medium_variant,5yearly,2020,12.993
583,momentum,5yearly,2020,11.328
583,no_change,5yearly,2020,15.075
583,zero_migration,5yearly,2020,14.819
583,constant_fertility,5yearly,2025,15.814
583,constant_mortality,5yearly,2025,12.853
583,high_variant,5yearly,2025,15.282
583,instant_replacement,5yearly,2025,10.312
583,low_variant,5yearly,2025,10.504
583,medium_variant,5yearly,2025,12.895
583,momentum,5yearly,2025,12.472
583,no_change,5yearly,2025,15.764
583,zero_migration,5yearly,2025,15.366
583,constant_fertility,5yearly,2030,15.793
583,constant_mortality,5yearly,2030,12.095
583,high_variant,5yearly,2030,14.546
583,instant_replacement,5yearly,2030,10.201
583,low_variant,5yearly,2030,9.769
583,medium_variant,5yearly,2030,12.157
583,momentum,5yearly,2030,12.68
583,no_change,5yearly,2030,15.714
583,zero_migration,5yearly,2030,14.847
583,constant_fertility,5yearly,2035,15.548
583,constant_mortality,5yearly,2035,11.034
583,high_variant,5yearly,2035,13.492
583,instant_replacement,5yearly,2035,9.581
583,low_variant,5yearly,2035,8.774
583,medium_variant,5yearly,2035,11.119
583,momentum,5yearly,2035,12.212
583,no_change,5yearly,2035,15.425
583,zero_migration,5yearly,2035,13.859
583,constant_fertility,5yearly,2040,15.871
583,constant_mortality,5yearly,2040,10.271
583,high_variant,5yearly,2040,13.022
583,instant_replacement,5yearly,2040,8.651
583,low_variant,5yearly,2040,7.893
583,medium_variant,5yearly,2040,10.388
583,momentum,5yearly,2040,11.509
583,no_change,5yearly,2040,15.683
583,zero_migration,5yearly,2040,13.309
583,constant_fertility,5yearly,2045,17.003
583,constant_mortality,5yearly,2045,9.975
583,high_variant,5yearly,2045,13.49
583,instant_replacement,5yearly,2045,7.656
583,low_variant,5yearly,2045,7.19
583,medium_variant,5yearly,2045,10.146
583,momentum,5yearly,2045,10.971
583,no_change,5yearly,2045,16.715
583,zero_migration,5yearly,2045,13.543
583,constant_fertility,5yearly,2050,18.499
583,constant_mortality,5yearly,2050,9.857
583,high_variant,5yearly,2050,14.326
583,instant_replacement,5yearly,2050,7.231
583,low_variant,5yearly,2050,6.564
583,medium_variant,5yearly,2050,10.089
583,momentum,5yearly,2050,11.16
583,no_change,5yearly,2050,18.079
583,zero_migration,5yearly,2050,14.104
583,constant_fertility,5yearly,2055,19.728
583,constant_mortality,5yearly,2055,9.532
583,high_variant,5yearly,2055,14.67
583,instant_replacement,5yearly,2055,7.417
583,low_variant,5yearly,2055,5.941
583,medium_variant,5yearly,2055,9.823
583,momentum,5yearly,2055,11.887
583,no_change,5yearly,2055,19.159
583,zero_migration,5yearly,2055,14.293
583,constant_fertility,5yearly,2060,20.488
583,constant_mortality,5yearly,2060,8.868
583,high_variant,5yearly,2060,14.226
583,instant_replacement,5yearly,2060,7.514
583,low_variant,5yearly,2060,5.277
583,medium_variant,5yearly,2060,9.203
583,momentum,5yearly,2060,12.313
583,no_change,5yearly,2060,19.765
583,zero_migration,5yearly,2060,13.833
583,constant_fertility,5yearly,2065,21.097
583,constant_mortality,5yearly,2065,8.03
583,high_variant,5yearly,2065,13.389
583,instant_replacement,5yearly,2065,7.204
583,low_variant,5yearly,2065,4.599
583,medium_variant,5yearly,2065,8.394
583,momentum,5yearly,2065,12.165
583,no_change,5yearly,2065,20.214
583,zero_migration,5yearly,2065,13.013
583,constant_fertility,5yearly,2070,22.059
583,constant_mortality,5yearly,2070,7.319
583,high_variant,5yearly,2070,12.854
583,instant_replacement,5yearly,2070,6.596
583,low_variant,5yearly,2070,3.981
583,medium_variant,5yearly,2070,7.714
583,momentum,5yearly,2070,11.709
583,no_change,5yearly,2070,20.981
583,zero_migration,5yearly,2070,12.344
583,constant_fertility,5yearly,2075,23.604
583,constant_mortality,5yearly,2075,6.889
583,high_variant,5yearly,2075,12.968
583,instant_replacement,5yearly,2075,5.964
583,low_variant,5yearly,2075,3.479
583,medium_variant,5yearly,2075,7.327
583,momentum,5yearly,2075,11.341
583,no_change,5yearly,2075,22.275
583,zero_migration,5yearly,2075,12.115
583,constant_fertility,5yearly,2080,25.532
583,constant_mortality,5yearly,2080,6.642
583,high_variant,5yearly,2080,13.478
583,instant_replacement,5yearly,2080,5.605
583,low_variant,5yearly,2080,3.069
583,medium_variant,5yearly,2080,7.132
583,momentum,5yearly,2080,11.348
583,no_change,5yearly,2080,23.901
583,zero_migration,5yearly,2080,12.174
583,constant_fertility,5yearly,2085,27.458
583,constant_mortality,5yearly,2085,6.379
583,high_variant,5yearly,2085,13.841
583,instant_replacement,5yearly,2085,5.586
583,low_variant,5yearly,2085,2.705
583,medium_variant,5yearly,2085,6.919
583,momentum,5yearly,2085,11.688
583,no_change,5yearly,2085,25.494
583,zero_migration,5yearly,2085,12.171
583,constant_fertility,5yearly,2090,29.192
583,constant_mortality,5yearly,2090,5.984
583,high_variant,5yearly,2090,13.74
583,instant_replacement,5yearly,2090,5.665
583,low_variant,5yearly,2090,2.354
583,medium_variant,5yearly,2090,6.558
583,momentum,5yearly,2090,12.01
583,no_change,5yearly,2090,26.878
583,zero_migration,5yearly,2090,11.889
583,constant_fertility,5yearly,2095,30.878
583,constant_mortality,5yearly,2095,5.487
583,high_variant,5yearly,2095,13.3
583,instant_replacement,5yearly,2095,5.569
583,low_variant,5yearly,2095,2.014
583,medium_variant,5yearly,2095,6.078
583,momentum,5yearly,2095,12.038
583,no_change,5yearly,2095,28.189
583,zero_migration,5yearly,2095,11.363
