country,variant,freq,year,noofbirth
528,estimates,5yearly,1950,1142.841
528,estimates,5yearly,1955,1182.697
528,estimates,5yearly,1960,1249.634
528,estimates,5yearly,1965,1211.911
528,estimates,5yearly,1970,1047.665
528,estimates,5yearly,1975,883.517
528,estimates,5yearly,1980,879.844
528,estimates,5yearly,1985,935.708
528,estimates,5yearly,1990,976.923
528,estimates,5yearly,1995,969.171
528,estimates,5yearly,2000,996.573
528,estimates,5yearly,2005,931.159
528,estimates,5yearly,2010,889.261
528,constant_fertility,5yearly,2015,895.908
528,constant_mortality,5yearly,2015,905.213
528,high_variant,5yearly,2015,1034.596
528,instant_replacement,5yearly,2015,1068.872
528,low_variant,5yearly,2015,775.934
528,medium_variant,5yearly,2015,905.263
528,momentum,5yearly,2015,1063.736
528,no_change,5yearly,2015,895.858
528,zero_migration,5yearly,2015,899.681
528,constant_fertility,5yearly,2020,903.884
528,constant_mortality,5yearly,2020,920.779
528,high_variant,5yearly,2020,1129.79
528,instant_replacement,5yearly,2020,1076.514
528,low_variant,5yearly,2020,712.162
528,medium_variant,5yearly,2020,920.977
528,momentum,5yearly,2020,1057.046
528,no_change,5yearly,2020,903.693
528,zero_migration,5yearly,2020,902.64
528,constant_fertility,5yearly,2025,896.077
528,constant_mortality,5yearly,2025,919.937
528,high_variant,5yearly,2025,1179.322
528,instant_replacement,5yearly,2025,1067.486
528,low_variant,5yearly,2025,661.371
528,medium_variant,5yearly,2025,920.347
528,momentum,5yearly,2025,1033.321
528,no_change,5yearly,2025,895.683
528,zero_migration,5yearly,2025,888.932
528,constant_fertility,5yearly,2030,875.571
528,constant_mortality,5yearly,2030,904.2
528,high_variant,5yearly,2030,1158.868
528,instant_replacement,5yearly,2030,1044.3
528,low_variant,5yearly,2030,651.184
528,medium_variant,5yearly,2030,904.864
528,momentum,5yearly,2030,999.277
528,no_change,5yearly,2030,874.934
528,zero_migration,5yearly,2030,863.758
528,constant_fertility,5yearly,2035,846.272
528,constant_mortality,5yearly,2035,878.724
528,high_variant,5yearly,2035,1133.288
528,instant_replacement,5yearly,2035,1018.156
528,low_variant,5yearly,2035,629.855
528,medium_variant,5yearly,2035,879.702
528,momentum,5yearly,2035,966.072
528,no_change,5yearly,2035,845.338
528,zero_migration,5yearly,2035,832.221
528,constant_fertility,5yearly,2040,819.293
528,constant_mortality,5yearly,2040,856.133
528,high_variant,5yearly,2040,1137.44
528,instant_replacement,5yearly,2040,1019.877
528,low_variant,5yearly,2040,595.94
528,medium_variant,5yearly,2040,857.542
528,momentum,5yearly,2040,961.542
528,no_change,5yearly,2040,817.954
528,zero_migration,5yearly,2040,804.465
528,constant_fertility,5yearly,2045,807.407
528,constant_mortality,5yearly,2045,849.731
528,high_variant,5yearly,2045,1200.461
528,instant_replacement,5yearly,2045,1065.336
528,low_variant,5yearly,2045,552.028
528,medium_variant,5yearly,2045,851.727
528,momentum,5yearly,2045,998.363
528,no_change,5yearly,2045,805.52
528,zero_migration,5yearly,2045,791.335
528,constant_fertility,5yearly,2050,804.887
528,constant_mortality,5yearly,2050,855.79
528,high_variant,5yearly,2050,1291.112
528,instant_replacement,5yearly,2050,1110.123
528,low_variant,5yearly,2050,510.52
528,medium_variant,5yearly,2050,858.446
528,momentum,5yearly,2050,1031.755
528,no_change,5yearly,2050,802.405
528,zero_migration,5yearly,2050,788.705
528,constant_fertility,5yearly,2055,798.794
528,constant_mortality,5yearly,2055,857.017
528,high_variant,5yearly,2055,1351.587
528,instant_replacement,5yearly,2055,1119.876
528,low_variant,5yearly,2055,479.076
528,medium_variant,5yearly,2055,860.286
528,momentum,5yearly,2055,1029.771
528,no_change,5yearly,2055,795.777
528,zero_migration,5yearly,2055,781.304
528,constant_fertility,5yearly,2060,783.968
528,constant_mortality,5yearly,2060,848.506
528,high_variant,5yearly,2060,1368.601
528,instant_replacement,5yearly,2060,1106.653
528,low_variant,5yearly,2060,458.981
528,medium_variant,5yearly,2060,852.338
528,momentum,5yearly,2060,1007.013
528,no_change,5yearly,2060,780.464
528,zero_migration,5yearly,2060,765.947
528,constant_fertility,5yearly,2065,763.113
528,constant_mortality,5yearly,2065,831.842
528,high_variant,5yearly,2065,1364.09
528,instant_replacement,5yearly,2065,1091.021
528,low_variant,5yearly,2065,441.974
528,medium_variant,5yearly,2065,836.217
528,momentum,5yearly,2065,984.753
528,no_change,5yearly,2065,759.147
