country,variant,freq,year,noofbirth
8,estimates,5yearly,1950,264.644
8,estimates,5yearly,1955,316.098
8,estimates,5yearly,1960,347.044
8,estimates,5yearly,1965,340.816
8,estimates,5yearly,1970,346.607
8,estimates,5yearly,1975,352.999
8,estimates,5yearly,1980,372.76
8,estimates,5yearly,1985,404.909
8,estimates,5yearly,1990,368.313
8,estimates,5yearly,1995,290.705
8,estimates,5yearly,2000,224.418
8,estimates,5yearly,2005,179.589
8,estimates,5yearly,2010,176.621
8,constant_fertility,5yearly,2015,172.33
8,constant_mortality,5yearly,2015,171.091
8,high_variant,5yearly,2015,196.199
8,instant_replacement,5yearly,2015,212.616
8,low_variant,5yearly,2015,146.009
8,medium_variant,5yearly,2015,171.105
8,momentum,5yearly,2015,216.539
8,no_change,5yearly,2015,172.314
8,zero_migration,5yearly,2015,173.853
8,constant_fertility,5yearly,2020,171.486
8,constant_mortality,5yearly,2020,168.031
8,high_variant,5yearly,2020,207.685
8,instant_replacement,5yearly,2020,208.816
8,low_variant,5yearly,2020,128.485
8,medium_variant,5yearly,2020,168.085
8,momentum,5yearly,2020,219.455
8,no_change,5yearly,2020,171.433
8,zero_migration,5yearly,2020,175.878
8,constant_fertility,5yearly,2025,158.224
8,constant_mortality,5yearly,2025,159.118
8,high_variant,5yearly,2025,206.178
8,instant_replacement,5yearly,2025,197.182
8,low_variant,5yearly,2025,112.278
8,medium_variant,5yearly,2025,159.228
8,momentum,5yearly,2025,213.14
8,no_change,5yearly,2025,158.121
8,zero_migration,5yearly,2025,171.095
8,constant_fertility,5yearly,2030,139.959
8,constant_mortality,5yearly,2030,143.715
8,high_variant,5yearly,2030,186.937
8,instant_replacement,5yearly,2030,178.469
8,low_variant,5yearly,2030,101.119
8,medium_variant,5yearly,2030,143.887
8,momentum,5yearly,2030,198.083
8,no_change,5yearly,2030,139.796
8,zero_migration,5yearly,2030,158.624
8,constant_fertility,5yearly,2035,128.386
8,constant_mortality,5yearly,2035,128.63
8,high_variant,5yearly,2035,170.914
8,instant_replacement,5yearly,2035,163.915
8,low_variant,5yearly,2035,88.729
8,medium_variant,5yearly,2035,128.892
8,momentum,5yearly,2035,186.382
8,no_change,5yearly,2035,128.118
8,zero_migration,5yearly,2035,145.854
8,constant_fertility,5yearly,2040,123.594
8,constant_mortality,5yearly,2040,120.493
8,high_variant,5yearly,2040,168.828
8,instant_replacement,5yearly,2040,163.032
8,low_variant,5yearly,2040,78.631
8,medium_variant,5yearly,2040,120.908
8,momentum,5yearly,2040,188.826
8,no_change,5yearly,2040,123.133
8,zero_migration,5yearly,2040,140.28
8,constant_fertility,5yearly,2045,120.019
8,constant_mortality,5yearly,2045,117.345
8,high_variant,5yearly,2045,177.334
8,instant_replacement,5yearly,2045,170.188
8,low_variant,5yearly,2045,69.889
8,medium_variant,5yearly,2045,117.983
8,momentum,5yearly,2045,200.417
8,no_change,5yearly,2045,119.316
8,zero_migration,5yearly,2045,140.424
