country,variant,freq,year,noofbirth
620,estimates,5yearly,1950,1021.874
620,estimates,5yearly,1955,1053.027
620,estimates,5yearly,1960,1058.58
620,estimates,5yearly,1965,979.427
620,estimates,5yearly,1970,886.612
620,estimates,5yearly,1975,859.732
620,estimates,5yearly,1980,725.176
620,estimates,5yearly,1985,599.682
620,estimates,5yearly,1990,558.629
620,estimates,5yearly,1995,562.922
620,estimates,5yearly,2000,563.619
620,estimates,5yearly,2005,516.582
620,estimates,5yearly,2010,446.647
620,constant_fertility,5yearly,2015,397.656
620,constant_mortality,5yearly,2015,388.918
620,high_variant,5yearly,2015,467.299
620,instant_replacement,5yearly,2015,649.669
620,low_variant,5yearly,2015,310.573
620,medium_variant,5yearly,2015,388.936
620,momentum,5yearly,2015,653.067
620,no_change,5yearly,2015,397.638
620,zero_migration,5yearly,2015,390.015
620,constant_fertility,5yearly,2020,364.7
620,constant_mortality,5yearly,2020,359.086
620,high_variant,5yearly,2020,474.264
620,instant_replacement,5yearly,2020,596.062
620,low_variant,5yearly,2020,244.066
620,medium_variant,5yearly,2020,359.165
620,momentum,5yearly,2020,599.257
620,no_change,5yearly,2020,364.622
620,zero_migration,5yearly,2020,360.017
620,constant_fertility,5yearly,2025,347.707
620,constant_mortality,5yearly,2025,359.368
620,high_variant,5yearly,2025,496.547
620,instant_replacement,5yearly,2025,567.251
620,low_variant,5yearly,2025,222.574
620,medium_variant,5yearly,2025,359.561
620,momentum,5yearly,2025,565.049
620,no_change,5yearly,2025,347.527
620,zero_migration,5yearly,2025,356.999
620,constant_fertility,5yearly,2030,333.883
620,constant_mortality,5yearly,2030,363.668
620,high_variant,5yearly,2030,497.143
620,instant_replacement,5yearly,2030,550.597
620,low_variant,5yearly,2030,231.346
620,medium_variant,5yearly,2030,364.023
620,momentum,5yearly,2030,541.373
620,no_change,5yearly,2030,333.568
620,zero_migration,5yearly,2030,356.66
620,constant_fertility,5yearly,2035,315.172
620,constant_mortality,5yearly,2035,360.842
620,high_variant,5yearly,2035,492.892
620,instant_replacement,5yearly,2035,539.209
620,low_variant,5yearly,2035,232.76
620,medium_variant,5yearly,2035,361.402
620,momentum,5yearly,2035,523.305
620,no_change,5yearly,2035,314.684
620,zero_migration,5yearly,2035,349.081
620,constant_fertility,5yearly,2040,291.687
620,constant_mortality,5yearly,2040,347.663
620,high_variant,5yearly,2040,485.391
620,instant_replacement,5yearly,2040,541.921
620,low_variant,5yearly,2040,221.515
620,medium_variant,5yearly,2040,348.477
620,momentum,5yearly,2040,521.483
620,no_change,5yearly,2040,290.99
620,zero_migration,5yearly,2040,332.335
620,constant_fertility,5yearly,2045,268.133
620,constant_mortality,5yearly,2045,328.832
620,high_variant,5yearly,2045,486.924
620,instant_replacement,5yearly,2045,571.621
620,low_variant,5yearly,2045,197.321
620,medium_variant,5yearly,2045,329.946
620,momentum,5yearly,2045,548.843
620,no_change,5yearly,2045,267.218
620,zero_migration,5yearly,2045,311.332
620,constant_fertility,5yearly,2050,248.835
620,constant_mortality,5yearly,2050,312.638
620,high_variant,5yearly,2050,502.048
620,instant_replacement,5yearly,2050,605.022
620,low_variant,5yearly,2050,168.645
620,medium_variant,5yearly,2050,314.046
620,momentum,5yearly,2050,580.038
620,no_change,5yearly,2050,247.73
620,zero_migration,5yearly,2050,293.273
620,constant_fertility,5yearly,2055,234.348
620,constant_mortality,5yearly,2055,306.38
620,high_variant,5yearly,2055,522.715
620,instant_replacement,5yearly,2055,607.209
620,low_variant,5yearly,2055,149.957
620,medium_variant,5yearly,2055,308.048
620,momentum,5yearly,2055,578.388
620,no_change,5yearly,2055,233.11
620,zero_migration,5yearly,2055,284.518
620,constant_fertility,5yearly,2060,222.245
620,constant_mortality,5yearly,2060,306.977
620,high_variant,5yearly,2060,537.748
620,instant_replacement,5yearly,2060,590.141
620,low_variant,5yearly,2060,143.74
620,medium_variant,5yearly,2060,308.902
620,momentum,5yearly,2060,556.28
620,no_change,5yearly,2060,220.89
620,zero_migration,5yearly,2060,282.233
620,constant_fertility,5yearly,2065,209.889
620,constant_mortality,5yearly,2065,308.262
620,high_variant,5yearly,2065,545.299
620,instant_replacement,5yearly,2065,577.807
620,low_variant,5yearly,2065,143.476
620,medium_variant,5yearly,2065,310.471
620,momentum,5yearly,2065,538.969
620,no_change,5yearly,2065,208.423
620,zero_migration,5yearly,2065,280.683
620,constant_fertility,5yearly,2070,196.426
620,constant_mortality,5yearly,2070,304.626
620,high_variant,5yearly,2070,547.997
620,instant_replacement,5yearly,2070,577.262
620,low_variant,5yearly,2070,140.887
620,medium_variant,5yearly,2070,307.119
620,momentum,5yearly,2070,534.511
620,no_change,5yearly,2070,194.858
620,zero_migration,5yearly,2070,274.679
620,constant_fertility,5yearly,2075,182.767
620,constant_mortality,5yearly,2075,296.401
620,high_variant,5yearly,2075,552.795
620,instant_replacement,5yearly,2075,588.61
620,low_variant,5yearly,2075,133.128
620,medium_variant,5yearly,2075,299.163
620,momentum,5yearly,2075,543.301
620,no_change,5yearly,2075,181.109
620,zero_migration,5yearly,2075,264.736
620,constant_fertility,5yearly,2080,170.26
620,constant_mortality,5yearly,2080,286.647
620,high_variant,5yearly,2080,563.618
620,instant_replacement,5yearly,2080,605.393
620,low_variant,5yearly,2080,121.688
620,medium_variant,5yearly,2080,289.663
620,momentum,5yearly,2080,558.279
620,no_change,5yearly,2080,168.529
620,zero_migration,5yearly,2080,253.806
620,constant_fertility,5yearly,2085,159.489
620,constant_mortality,5yearly,2085,279.438
620,high_variant,5yearly,2085,580.125
620,instant_replacement,5yearly,2085,615.778
620,low_variant,5yearly,2085,110.699
620,medium_variant,5yearly,2085,282.71
620,momentum,5yearly,2085,566.657
620,no_change,5yearly,2085,157.702
620,zero_migration,5yearly,2085,245.559
620,constant_fertility,5yearly,2090,150.05
620,constant_mortality,5yearly,2090,276.128
620,high_variant,5yearly,2090,597.387
620,instant_replacement,5yearly,2090,613.915
620,low_variant,5yearly,2090,103.219
620,medium_variant,5yearly,2090,279.672
620,momentum,5yearly,2090,562.114
620,no_change,5yearly,2090,148.216
620,zero_migration,5yearly,2090,241.114
620,constant_fertility,5yearly,2095,141.132
620,constant_mortality,5yearly,2095,274.658
620,high_variant,5yearly,2095,610.463
620,instant_replacement,5yearly,2095,605.713
620,low_variant,5yearly,2095,99.123
620,medium_variant,5yearly,2095,278.49
620,momentum,5yearly,2095,550.939
620,no_change,5yearly,2095,139.262
620,zero_migration,5yearly,2095,238.506
