country,variant,gender,freq,year,lifeexpectancyatbirth
703,estimates,female,5yearly,1950,66.3
703,estimates,male,5yearly,1950,62.51
703,estimates,female,5yearly,1955,70.76
703,estimates,male,5yearly,1955,66.49
703,estimates,female,5yearly,1960,72.99
703,estimates,male,5yearly,1960,68.26
703,estimates,female,5yearly,1965,73.25
703,estimates,male,5yearly,1965,67.47
703,estimates,female,5yearly,1970,73.52
703,estimates,male,5yearly,1970,66.78
703,estimates,female,5yearly,1975,74.23
703,estimates,male,5yearly,1975,66.91
703,estimates,female,5yearly,1980,74.67
703,estimates,male,5yearly,1980,66.79
703,estimates,female,5yearly,1985,75.16
703,estimates,male,5yearly,1985,66.95
703,estimates,female,5yearly,1990,75.91
703,estimates,male,5yearly,1990,67.43
703,estimates,female,5yearly,1995,76.81
703,estimates,male,5yearly,1995,68.67
703,estimates,female,5yearly,2000,77.78
703,estimates,male,5yearly,2000,69.8
703,estimates,female,5yearly,2005,78.63
703,estimates,male,5yearly,2005,70.83
703,estimates,female,5yearly,2010,79.82
703,estimates,male,5yearly,2010,72.65
703,medium_variant,female,5yearly,2015,80.43
703,medium_variant,male,5yearly,2015,73.47
703,medium_variant,female,5yearly,2020,81.04
703,medium_variant,male,5yearly,2020,74.34
703,medium_variant,female,5yearly,2025,81.63
703,medium_variant,male,5yearly,2025,75.21
703,medium_variant,female,5yearly,2030,82.19
703,medium_variant,male,5yearly,2030,76.09
703,medium_variant,female,5yearly,2035,82.77
703,medium_variant,male,5yearly,2035,76.98
703,medium_variant,female,5yearly,2040,83.33
703,medium_variant,male,5yearly,2040,77.92
703,medium_variant,female,5yearly,2045,83.89
703,medium_variant,male,5yearly,2045,78.87
703,medium_variant,female,5yearly,2050,84.44
703,medium_variant,male,5yearly,2050,79.8
703,medium_variant,female,5yearly,2055,84.97
703,medium_variant,male,5yearly,2055,80.69
703,medium_variant,female,5yearly,2060,85.5
703,medium_variant,male,5yearly,2060,81.5
703,medium_variant,female,5yearly,2065,86.04
703,medium_variant,male,5yearly,2065,82.21
703,medium_variant,female,5yearly,2070,86.56
703,medium_variant,male,5yearly,2070,82.85
703,medium_variant,female,5yearly,2075,87.09
703,medium_variant,male,5yearly,2075,83.44
703,medium_variant,female,5yearly,2080,87.6
703,medium_variant,male,5yearly,2080,84.01
703,medium_variant,female,5yearly,2085,88.13
703,medium_variant,male,5yearly,2085,84.55
703,medium_variant,female,5yearly,2090,88.65
703,medium_variant,male,5yearly,2090,85.07
703,medium_variant,female,5yearly,2095,89.15
703,medium_variant,male,5yearly,2095,85.6
703,estimates,female,5yearly,Regi,Slovakia
703,estimates,male,5yearly,Regi,Slovakia
703,medium_variant,female,5yearly,Regi,Slovakia
703,medium_variant,male,5yearly,Regi,Slovakia
